"P1";"P2";"P3";"P4";"P5";"time"
0,576080764981591;0,465576847524566;0,304169065356434;0,518483109008944;0,237215451935305;2017-03-08 07:40:00
0,573762583843108;0,397207789075042;0,33486813043323;0,459539828710574;0,219826932134424;2017-03-08 08:00:00
0,550215303482339;0,335085783893375;0,37702302097638;0,36958136442267;0,207842946660781;2017-03-08 08:20:00
0,535943861544418;0,251542848874233;0,477535705901491;0,269507885389678;0,198698532789048;2017-03-08 08:40:00
0,549211851306368;0,196898327756621;0,603616588940469;0,229594796829398;0,184755825791213;2017-03-08 09:00:00
0,562970371620781;0,180477832804033;0,690326378804305;0,196755246586718;0,187148234157795;2017-03-08 09:20:00
0,597457048661261;0,174040538987699;0,741634145309321;0,189092895774195;0,191650486886685;2017-03-08 09:40:00
0,617707239915852;0,16220185535423;0,764503257825301;0,188667210431789;0,19296668179641;2017-03-08 10:00:00
0,616234093254936;0,169110193925168;0,765539176962275;0,178571515395146;0,191516294392467;2017-03-08 10:20:00
0,62618497307336;0,170806786206343;0,776462382505105;0,187601116123378;0,197562704258633;2017-03-08 10:40:00
0,632644204204996;0,171082532914317;0,768478479403412;0,189325075141104;0,202545359092967;2017-03-08 11:00:00
0,629535536410082;0,159508275462405;0,764760493308285;0,18359342258997;0,192601476830713;2017-03-08 11:20:00
0,628561548549584;0,167314753943979;0,755553639170767;0,197485773451978;0,197096868277681;2017-03-08 11:40:00
0,641272297440404;0,162475657553148;0,751226954250518;0,194677228409583;0,188762134738382;2017-03-08 12:00:00
0,62444819343253;0,161676167888235;0,722722522147201;0,210870620470781;0,182731174477413;2017-03-08 12:20:00
0,639294531900524;0,165401198580171;0,727110730395178;0,220912309288851;0,19534060627229;2017-03-08 12:40:00
0,643390327335708;0,166400012033922;0,72356312049592;0,228482842593585;0,175868603441532;2017-03-08 13:00:00
0,644855670929735;0,161595276260912;0,719445505474721;0,224578732859932;0,17694716857492;2017-03-08 13:20:00
0,638232315147192;0,157146848206959;0,730230235743637;0,230742342128441;0,172125655168072;2017-03-08 13:40:00
0,654572821447165;0,152228646536493;0,753220385313996;0,225791839446619;0,167702844593528;2017-03-08 14:00:00
0,647392220798102;0,152586752939613;0,746215772806425;0,229058362982237;0,167323248355402;2017-03-08 14:20:00
0,65643774607002;0,144410848798224;0,749822433521393;0,230754920856621;0,164933255647924;2017-03-08 14:40:00
0,660632960953822;0,139152749206915;0,749103377066919;0,237044844303739;0,169546365281954;2017-03-08 15:00:00
0,651263104958401;0,147646616133592;0,74769775257842;0,239165529512973;0,156695291910676;2017-03-08 15:20:00
0,660492111331641;0,137517725595826;0,7466534678928;0,241976146413161;0,152129132607001;2017-03-08 15:40:00
0,66217860700042;0,138189062752241;0,736662439365838;0,251702301329287;0,153641454901474;2017-03-08 16:00:00
0,668922533526046;0,143488051262468;0,728350734447244;0,248557002114457;0,152471573533558;2017-03-08 16:20:00
