"P1";"P2";"P3";"P4";"P5";"P6";"P7";"time"
0,348237033873741;0,527956383110197;0,710096615048728;0,503050945669308;0,166542403052651;0,170999774773668;0,723283621728232;2017-03-07 12:40:00
0,33303930262554;0,559791694852435;0,709777904866706;0,510506156071185;0,161073758071197;0,154246500683583;0,739361170338205;2017-03-07 13:00:00
0,357952839163575;0,55063748476456;0,704435885611268;0,492389675130138;0,188271297637599;0,159586749465306;0,720783116148073;2017-03-07 13:20:00
0,359520589315487;0,569086432333843;0,708394801487314;0,4983030632339;0,164607030845111;0,150445744630847;0,765954590489948;2017-03-07 13:40:00
0,361552593948681;0,552954956055602;0,698090033955185;0,493578836320113;0,161703144613089;0,159097593711667;0,739608354660039;2017-03-07 14:00:00
0,345673921420434;0,562068849897217;0,732043313188812;0,505792343046937;0,161794665766954;0,144125511843255;0,74946270281035;2017-03-07 14:20:00
0,355461772990037;0,556182740608765;0,699029956417688;0,492903292494906;0,159945457022544;0,149708091458122;0,753650989371935;2017-03-07 14:40:00
0,354327981537467;0,578680985683725;0,721390411427418;0,508872594030315;0,158297154937714;0,141974912907441;0,778679933354557;2017-03-07 15:00:00
0,379023182261422;0,569016087508833;0,71579931765894;0,499939306637382;0,161677450163874;0,142974652406718;0,756564590111315;2017-03-07 15:20:00
0,342289867182248;0,540643945807249;0,715286981210375;0,513084094577316;0,166003489105222;0,147497794441877;0,783694905698422;2017-03-07 15:40:00
0,361797996298403;0,54554963078247;0,719509814802447;0,506948332611159;0,155261427621372;0,129738133228116;0,748554366307651;2017-03-07 16:00:00
0,376965667812158;0,522244858347783;0,705532778982913;0,48906570895294;0,177092705993128;0,149569114117732;0,750833206310867;2017-03-07 16:20:00
0,361071323932769;0,496191682772473;0,709924683072075;0,511264542457877;0,181288270787644;0,144882256977512;0,722305233591215;2017-03-07 16:40:00
0,379207956018533;0,489319894750012;0,710235681147361;0,491519300434567;0,179973245552286;0,137784660299201;0,722722576248058;2017-03-07 17:00:00
0,390866773692703;0,468329909796037;0,708927405245131;0,479146370800866;0,187891726909876;0,136220581606369;0,703213200626908;2017-03-07 17:20:00
0,414718304868716;0,422336263916564;0,708145151036176;0,471347928852936;0,205345350138284;0,145861948546445;0,662439937866192;2017-03-07 17:40:00
0,45304798036374;0,394746183020899;0,706183225801882;0,480161771198069;0,220925674654979;0,153940140825367;0,666702350404591;2017-03-07 18:00:00
0,487025222293274;0,355024705501613;0,705265265755151;0,455875432841821;0,237149783576836;0,145646834815299;0,614985562808917;2017-03-07 18:20:00
0,510766859986769;0,330464952925896;0,710042499375252;0,470147490870527;0,259067024670874;0,155999238769663;0,600568629581827;2017-03-07 18:40:00
0,561308414294295;0,286370996333049;0,716637638931738;0,440162450739005;0,291511409564436;0,161094436464413;0,561821685919381;2017-03-07 19:00:00
0,577396342928829;0,248886884697449;0,716905298287132;0,452098327749551;0,325035909718103;0,165279976784756;0,518639776787781;2017-03-07 19:20:00
0,624314889546547;0,242761627080799;0,733655982765051;0,470428439961262;0,34162494042233;0,176838645826322;0,503404691815962;2017-03-07 19:40:00
0,647106032422524;0,238972153373793;0,736188963614999;0,47223100028698;0,377549778685075;0,173959612858375;0,495464058804552;2017-03-07 20:00:00
0,664516389011464;0,216647843191829;0,751090374071851;0,474227627763233;0,405776949829093;0,176224681713993;0,475379517216618;2017-03-07 20:20:00
0,677516677887966;0,230711412717425;0,758548582353008;0,47075174187339;0,434665144151436;0,186782133828614;0,480335622092464;2017-03-07 20:40:00
0,710594000381518;0,210755053285659;0,746414103832924;0,460011461975484;0,447028139484379;0,193601253680001;0,46892149295837;2017-03-07 21:00:00
0,719855366297598;0,2244067029532;0,759669796341809;0,479323225082879;0,466937216530427;0,191692249279647;0,449969677132897;2017-03-07 21:20:00
0,718496478641717;0,208860242534863;0,773786072675847;0,490917255996747;0,481055522237806;0,190022169728112;0,427755107385923;2017-03-07 21:40:00
0,739142323983654;0,215693701884585;0,751016239158326;0,475540597219502;0,47975751871518;0,18573106815094;0,418609355251079;2017-03-07 22:00:00
0,737635730173759;0,203808580327095;0,759029655591274;0,479442311552959;0,506871300108572;0,19252645616106;0,419069034150694;2017-03-07 22:20:00
0,756209451748665;0,198588334333926;0,771920995793101;0,472165606061329;0,497885398617018;0,188528177119543;0,409212186949444;2017-03-07 22:40:00
0,762441226177566;0,203663033496138;0,765401144279208;0,472997010998837;0,51817083738973;0,185999286679198;0,386349152688898;2017-03-07 23:00:00
0,774844676926523;0,203267553582428;0,757570494887078;0,485226458821684;0,527421686982957;0,184324431270035;0,367407940341988;2017-03-07 23:20:00
0,773808338804564;0,201486927007965;0,753161844398572;0,484675766632782;0,537077006335312;0,191954851470407;0,361720334440323;2017-03-07 23:40:00
0,779465456392449;0,206936519986763;0,750337194079179;0,458911998476551;0,550314373737639;0,198170675752918;0,352127099466904;2017-03-08 00:00:00
0,778201778211967;0,202301411762812;0,753290415496695;0,476779340136492;0,557226075842568;0,210336394221738;0,329358325287861;2017-03-08 00:20:00
0,774849177074553;0,211487041015488;0,751614692115944;0,462400678586471;0,56316539038497;0,216980893691782;0,312831219832863;2017-03-08 00:40:00
0,758352185152074;0,206467630642314;0,742752983104313;0,469566297861296;0,577378517985012;0,227815693784488;0,303894702556476;2017-03-08 01:00:00
0,762642165371537;0,208322621666865;0,74091104813785;0,4476861678159;0,580743024956052;0,240145494342814;0,289699164982579;2017-03-08 01:20:00
0,75639233566811;0,218656957436046;0,735141856009627;0,451667646799628;0,584657747431465;0,24503690998054;0,293623993276967;2017-03-08 01:40:00
0,750862760635931;0,22072729976222;0,727540536871502;0,460036762904969;0,590559315136986;0,263912629012282;0,286020834571541;2017-03-08 02:00:00
0,747719399862028;0,224042453353702;0,728951230970638;0,435607474703657;0,58484981016748;0,266161597265676;0,284712899953266;2017-03-08 02:20:00
0,752841258294456;0,228000012115607;0,717695691260809;0,45065411176393;0,592564593661844;0,272579235687258;0,2770135563167;2017-03-08 02:40:00
0,72900466779237;0,212242379872387;0,710920661930126;0,4354752397452;0,551292604815766;0,261483430469902;0,251504439282329;2017-03-08 03:00:00
0,729269930924236;0,224053487038945;0,686165595097474;0,410303618282994;0,581113497344151;0,28209239175525;0,258624823689495;2017-03-08 03:20:00
0,724079703982718;0,232193093093056;0,697632469108389;0,433078008714531;0,582672044943661;0,296902887985018;0,256034850601955;2017-03-08 03:40:00
0,726199855193349;0,228239431800606;0,687220274926406;0,436207994386039;0,595030054724532;0,306978885891841;0,253463260295875;2017-03-08 04:00:00
0,721295969421188;0,233765910590173;0,688553483610993;0,438252971595141;0,597429551899186;0,312538502192476;0,249189539682021;2017-03-08 04:20:00
0,71239734975727;0,233862382171056;0,672117691381125;0,43736074612333;0,590849040255721;0,321342363777031;0,244114415500232;2017-03-08 04:40:00
0,706452034724769;0,232694266730787;0,682532973947147;0,431586590190808;0,597026011312315;0,32242391202554;0,244680122690624;2017-03-08 05:00:00
0,702900410787899;0,255513251071457;0,681148234744492;0,4411978216985;0,575807611680105;0,323971210622137;0,250363581789378;2017-03-08 05:20:00
0,693200466465794;0,247992656847503;0,68976354399461;0,44418871117938;0,570868309398;0,315366015866092;0,256511250372358;2017-03-08 05:40:00
0,691515539113508;0,256809552408921;0,680394856496596;0,449721242638378;0,563453652390024;0,320611098338619;0,265719920389259;2017-03-08 06:00:00
0,679215445079777;0,247375541280492;0,681006178202405;0,442401155639343;0,560142534941828;0,316009197913093;0,264998300687094;2017-03-08 06:20:00
0,672432731190242;0,261308662292959;0,676257993054562;0,443112397076477;0,546761485300477;0,31394606762467;0,267526756267074;2017-03-08 06:40:00
0,655625182018764;0,261473709342538;0,673961185295605;0,442264729749295;0,527327081881302;0,308578470443883;0,275324216324002;2017-03-08 07:00:00
0,609256389784943;0,278507165019738;0,648716372085454;0,449368959410417;0,495114701211821;0,298971115995023;0,287517996634173;2017-03-08 07:20:00
0,561676892636388;0,315526609275003;0,637737197410081;0,429066152636432;0,45254532619593;0,295289903214945;0,30499615053626;2017-03-08 07:40:00
0,516763905023055;0,336851902521533;0,61779513934781;0,436790388961251;0,370825617584996;0,268407517397913;0,347208703832368;2017-03-08 08:00:00
0,41229804439383;0,396831895448405;0,593311662961587;0,43049936141804;0,30531826803237;0,232362961580949;0,380572826856714;2017-03-08 08:20:00
