"","number","name","address","lat","lon","nombre","effectif","eff_00","eff_01","eff_02","eff_03","eff_05","eff_06","eff_07","eff_08","eff_09","eff_10","eff_11","eff_12","eff_13","eff_14","eff_15","eff_16","eff_17","eff_18","eff_19","eff_20","eff_21","eff_22","eff_23","eff_24","eff_25","eff_26","eff_27","eff_28","eff_29","eff_30","eff_31","eff_32","eff_33","eff_35","eff_36","eff_37","eff_38","eff_39","eff_41","eff_42","eff_43","eff_45","eff_46","eff_47","eff_49","eff_50","eff_51","eff_52","eff_53","eff_55","eff_56","eff_58","eff_59","eff_60","eff_61","eff_62","eff_63","eff_64","eff_65","eff_66","eff_68","eff_69","eff_70","eff_71","eff_72","eff_73","eff_74","eff_75","eff_77","eff_78","eff_79","eff_80","eff_81","eff_82","eff_84","eff_85","eff_86","eff_87","eff_88","eff_90","eff_91","eff_92","eff_93","eff_94","eff_95","eff_96","eff_99","nb_00","nb_01","nb_02","nb_03","nb_05","nb_06","nb_07","nb_08","nb_09","nb_10","nb_11","nb_12","nb_13","nb_14","nb_15","nb_16","nb_17","nb_18","nb_19","nb_20","nb_21","nb_22","nb_23","nb_24","nb_25","nb_26","nb_27","nb_28","nb_29","nb_30","nb_31","nb_32","nb_33","nb_35","nb_36","nb_37","nb_38","nb_39","nb_41","nb_42","nb_43","nb_45","nb_46","nb_47","nb_49","nb_50","nb_51","nb_52","nb_53","nb_55","nb_56","nb_58","nb_59","nb_60","nb_61","nb_62","nb_63","nb_64","nb_65","nb_66","nb_68","nb_69","nb_70","nb_71","nb_72","nb_73","nb_74","nb_75","nb_77","nb_78","nb_79","nb_80","nb_81","nb_82","nb_84","nb_85","nb_86","nb_87","nb_88","nb_90","nb_91","nb_92","nb_93","nb_94","nb_95","nb_96","nb_99"
"533",13113,"13113 - CHOISY VISTULE","2 RUE DE LA VISCULE - 75013 PARIS",48.8236339763885,2.36157153415636,665,336,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,29,5,0,0,0,0,13,83,6,1,0,0,21,0,7,0,9,16,17,6,11,0,0,0,0,0,0,4,0,7,1,0,10,3,0,0,9,0,0,18,28,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,0,26,33,14,0,0,0,15,2,26,2,13,0,0,20,2,6,0,10,97,5,38,12,0,1,23,1,2,1,8,0,17,10,0,31,24,0,5,83,0,0,21,83,0,10,0
"534",13114,"13114 - NATIONALE DUCHAMP (PROP 1)","46 RUE NATIONALE - 75013 PARIS",48.8248108408094,2.36773548985311,637,1324,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,2,0,13,0,2,22,4,0,0,0,0,1,88,11,1,0,0,11,1,1,0,3,2,11,8,8,0,1,0,0,3,0,0,0,3,2,430,330,75,100,21,2,100,0,3,17,1,4,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,10,1,16,31,17,0,0,1,13,2,27,6,6,0,0,20,5,6,1,3,101,10,31,7,2,2,24,0,1,0,1,1,12,4,8,45,51,3,5,82,2,0,5,45,2,8,0
"535",13116,"13116 - PLACE DU DOCTEUR YERSIN","FACE 5 AVENUE DE LA PORTE D'IVRY - 75013 PARIS",48.8202267926197,2.37220930964573,217,1148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,8,0,0,0,0,50,20,21,0,21,0,73,20,70,0,0,0,24,0,26,70,0,1,0,0,0,0,0,0,26,500,50,20,0,1,62,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,0,7,2,2,17,15,0,0,0,8,4,7,0,4,1,3,6,2,1,0,1,19,0,8,12,1,1,4,0,0,0,0,1,7,2,2,5,9,2,6,14,0,0,4,24,1,4,0
"536",13117,"13117 - STADE GEORGES CARPENTIER","95-97 BOULEVARD MASSENA - 75013 PARIS",48.8204951880497,2.36681968214097,189,142,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,3,0,0,59,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,11,5,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,16,7,0,0,1,5,0,6,2,1,0,1,5,0,1,0,1,34,0,17,0,0,0,6,0,1,1,1,1,3,4,0,8,21,0,0,12,0,0,3,12,1,6,0
"537",13118,"13118 - PATAY REGNAULT","36-38 RUE REGNAULT - 75013 PARIS",48.8243428568592,2.37606009168572,258,108,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,18,2,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,12,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,7,4,5,21,18,1,0,0,13,0,6,1,3,0,0,7,2,0,0,4,16,10,15,5,1,3,13,0,0,1,0,1,7,4,2,9,6,0,4,23,0,0,6,21,0,9,0
"538",13120,"13120 - VITRY DESAULT","RUE PIERRE ET JOSEPH DESAULT - 75013 PARIS",48.8211387514376,2.37871860660868,214,992,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,3,3,26,20,5,0,0,100,0,0,7,0,0,0,20,0,0,6,0,0,1,0,6,0,0,20,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,14,1,5,4,10,0,0,3,3,0,14,1,0,0,1,7,0,5,0,0,36,1,13,4,0,4,6,0,2,0,4,0,11,2,0,7,1,1,0,24,0,0,1,8,1,5,0
"539",13121,"13121 - BRUNESEAU - QUAI D'IVRY","5 RUE BRUNESEAU - 75013 PARIS",48.8249528728704,2.38858067885378,209,3619,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,30,1579,487,0,0,0,23,0,30,159,0,20,0,0,10,1,4,0,0,9,0,31,200,0,0,0,0,0,0,121,0,10,0,23,0,0,0,0,0,0,0,14,10,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,17,43,0,0,0,8,1,3,20,0,1,0,0,3,2,5,0,0,64,0,4,1,0,1,3,0,0,0,3,0,3,2,3,1,0,0,1,0,0,0,3,2,2,2,0
"540",13122,"13122 - PARC DE CHOISY","FACE 153 AVENUE DE CHOISY - 75013 PARIS",48.8281562515749,2.35851353290333,657,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,55,0,16,39,28,0,0,0,0,6,43,2,2,0,0,11,0,3,0,0,3,3,8,55,9,1,1,0,0,0,17,20,18,5,0,6,21,0,50,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,27,0,59,4,55,37,22,0,0,0,1,2,11,6,14,0,2,26,1,11,1,3,76,4,56,18,8,10,18,0,0,0,9,7,17,16,0,17,20,0,5,37,0,0,3,26,0,12,0
"541",13123,"13123 - BNF - QUAI FRANÇOIS MAURIAC","51/57 QUAI FRANCOIS MAURIAC - 75013 PARIS",48.8348392381466,2.37633056938648,29,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,3,0,1,0
"542",13151,"13151 - GARE D'AUSTERLITZ","GARE D'AUSTERLITZ - 75013 PARIS",48.8405773029076,2.36612446185962,57,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,0,0,100,0,0,20,0,0,0,0,0,0,600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,2,0,0,2,0,0,4,0,0,0,0,0,0,8,0,0,18,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,5,0,1,0
"543",13514,"13514 - GARE D'AUSTERLITZ 2","9 BOULEVARD DE L'HOPITAL - 75013 PARIS",48.8418361736006,2.36346863686007,270,888,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,573,0,0,50,0,6,76,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,6,0,0,60,20,0,0,11,20,0,10,11,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,15,6,0,0,1,2,1,13,1,5,0,1,10,0,6,0,6,48,6,24,3,4,3,12,0,0,0,1,0,8,7,0,14,7,0,3,33,1,0,1,15,0,3,0
"544",14001,"14001 - EDGAR QUINET","13 BOULEVARD EDGAR QUINET - 75014 PARIS",48.841156216483,2.32444878951907,465,619,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,43,3,0,0,0,0,144,217,0,0,0,0,4,0,6,0,1,44,0,25,1,0,1,1,0,1,3,3,0,12,0,0,3,0,4,6,40,0,0,0,20,1,20,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,5,0,3,1,13,42,4,0,0,1,2,14,64,4,7,0,0,7,1,19,0,2,95,1,24,8,0,1,12,0,5,1,1,0,25,4,0,16,18,2,3,24,0,0,1,12,1,10,0
"545",14002,"14002 - RASPAIL QUINET","FACE 4 BD EDGAR QUINET - 75014 PARIS",48.8391991671584,2.32955509720774,529,596,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,8,3,0,0,0,0,36,26,110,0,20,0,0,0,11,0,4,23,0,10,3,0,6,5,0,0,0,6,0,41,1,0,150,8,0,52,3,0,0,12,17,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,12,15,2,0,0,0,1,4,4,6,6,1,1,7,1,8,3,7,96,15,52,12,0,8,11,0,2,0,2,0,55,4,0,17,49,0,29,40,0,0,9,29,0,11,0
"546",14003,"14003 - RASPAIL SCHOELCHER","2 RUE VICTOR SCHOELCHER - 75014 PARIS",48.8368508158421,2.33130360086039,612,814,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,3,51,5,0,0,0,300,0,0,21,6,1,0,0,2,2,4,0,3,4,2,51,7,0,6,2,0,0,0,23,0,19,1,10,100,9,50,0,51,0,0,3,28,0,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,3,1,5,2,12,23,1,0,0,3,2,0,7,6,8,0,1,12,6,18,0,10,120,35,53,21,2,9,19,0,1,0,6,0,28,13,2,20,45,1,1,40,1,0,5,56,0,6,1
"547",14004,"14004 - PORT ROYAL COCHIN","111 BD PORT ROYAL - 75014 PARIS",48.8384318254917,2.34079466687066,336,165,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,6,0,6,1,6,0,2,51,6,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,27,0,0,0,0,2,0,22,4,7,0,0,7,1,3,0,1,63,2,21,8,4,0,12,0,1,0,1,0,16,12,1,5,21,3,2,31,1,0,5,20,0,12,0
"548",14005,"14005 - DENFERT ROCHEREAU","2 AVENUE RENE COTY - 75014 PARIS",48.8331407992471,2.33267222747508,578,2448,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,3,8,121,926,0,0,10,20,27,234,113,1,0,0,11,1,20,0,1,16,34,10,20,0,3,16,0,0,4,0,0,31,2,621,32,72,0,0,0,30,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,1,10,35,4,1,0,1,6,4,21,9,6,0,0,15,3,9,1,9,82,23,44,9,3,3,22,0,0,2,2,0,61,8,4,21,66,0,3,32,2,0,3,27,1,10,0
"549",14006,"14006 - SAINT JACQUES TOMBE ISSOIRE","46 BOULEVARD SAINT JACQUES - 75014 PARIS",48.8331903187525,2.33693339124815,531,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,3,20,1,37,1,0,0,0,0,0,19,17,2,0,0,8,3,3,0,0,15,1,2,24,6,0,6,0,0,0,0,0,10,1,100,86,84,0,10,1,0,0,0,19,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,4,2,8,20,5,0,0,1,4,2,7,9,4,0,0,14,5,4,0,4,136,16,41,13,5,3,22,0,1,1,1,1,25,10,1,19,33,0,3,56,0,0,0,32,1,6,0
"550",14007,"14007 - SAINT JACQUES FERRUS","1 RUE FERRUS - 75014 PARIS",48.8313666800046,2.34081188215241,641,5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,47,28,20,0,0,300,0,310,38,87,0,0,0,40,22,7,6,0,56,52,13,8,1,0,1,0,0,0,0,0,212,1,126,582,3021,0,43,1,0,0,0,87,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,1,1,7,1,13,22,6,0,0,3,4,3,23,13,3,0,0,22,8,11,1,3,99,19,55,14,13,5,12,0,3,0,2,0,16,12,10,44,37,1,8,27,0,0,3,91,1,10,0
"551",14008,"14008 - MOUTON DUVERNET","5 RUE MOUTON DUVERNET - 75014 PARIS",48.8315066756746,2.32931936321666,1758,1286,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,0,25,0,9,386,0,0,0,0,0,13,88,20,31,0,6,6,0,56,0,2,46,23,12,101,0,2,6,1,0,1,0,0,77,11,0,71,88,0,80,4,0,0,56,14,0,30,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,1,1,0,1,1,0,1,0,0,2,5,0,0,0,0,0,0,10,1,21,3,30,161,5,1,0,1,10,4,43,15,27,1,1,29,16,25,1,18,321,72,121,30,6,6,53,3,3,1,7,0,123,32,2,51,193,0,7,132,2,0,19,77,7,42,0
"552",14009,"14009 - COTY TOMBE D'ISSOIRE","49 RUE DE LA TOMBE D'ISSOIRE - 75014 PARIS",48.83055599941,2.33378329803361,769,603,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,29,0,12,23,1,0,0,0,1,1,18,16,6,0,0,0,7,12,0,3,10,6,9,2,0,1,0,0,0,1,20,0,45,10,3,7,1,6,76,2,0,0,240,18,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,16,1,22,26,10,0,0,1,10,3,12,16,17,0,1,18,7,6,0,3,143,15,67,21,5,2,30,0,0,1,6,0,76,13,1,18,43,1,6,62,0,0,16,39,3,17,0
"553",14010,"14010 - JEAN MOULIN ALESIA","12 AVENUE JEAN MOULIN - 75014 PARIS",48.8274269000825,2.32576033284601,1267,1262,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,24,16,295,1,0,0,0,0,7,245,1,5,0,0,19,1,23,3,33,71,22,29,29,6,4,52,0,0,0,3,0,38,10,90,27,23,6,53,4,0,3,8,31,5,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,7,1,20,10,22,130,6,0,1,2,8,5,32,8,15,0,2,27,8,21,2,13,262,31,89,28,9,7,35,0,3,1,3,0,70,16,3,33,117,1,6,92,5,2,13,56,3,25,0
"554",14011,"14011 - ALESIA SARRETTE","6 RUE SARRETTE - 75014 PARIS",48.8275252920069,2.33172937899415,2050,1077,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,13,0,60,0,10,50,1,0,0,0,0,13,37,5,4,0,0,40,0,19,6,24,50,21,18,20,0,4,1,0,0,0,0,0,123,4,106,141,41,46,41,0,0,0,3,128,4,16,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,1,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,9,2,0,1,0,1,0,38,0,75,3,40,71,16,0,0,0,10,6,32,17,25,0,0,53,14,20,3,13,363,29,176,52,8,17,65,0,0,1,3,1,212,24,4,82,130,5,11,174,1,0,18,139,9,50,0
"555",14012,"14012 - SIBELLE ALESIA","FACE 2 AVENUE DE LA SIBELLE - 75014 PARIS",48.8267039411835,2.33863632415865,248,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,15,1,0,0,0,0,0,1,0,0,1,0,1,2,400,0,0,0,0,0,3,0,29,0,10,60,1,0,20,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,6,4,0,0,1,5,0,6,3,3,0,2,1,0,2,0,4,54,1,23,7,2,0,10,0,1,0,2,0,15,3,1,14,9,1,2,27,0,0,1,22,1,3,0
"556",14013,"14013 - LIART AMIRAL MOUCHEZ","1 RUE LIARD - 75014 PARIS",48.8212276633185,2.34210421455797,692,269,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,0,0,0,0,10,1,27,6,0,0,0,6,7,1,0,20,3,0,1,3,1,0,1,0,0,0,6,0,24,1,10,7,22,20,13,7,0,0,0,4,0,6,20,0,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,12,1,12,26,10,0,0,1,7,2,8,7,16,0,0,15,5,7,1,8,115,3,72,22,5,8,33,0,0,0,1,0,30,16,1,32,34,2,4,81,1,0,8,44,1,21,1
"557",14014,"14014 - STADE CHARLETY","5 BOULEVARD JOURDAN - 75014 PARIS",48.8194013048636,2.34337661053354,392,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,13,0,0,0,0,0,56,58,0,0,0,0,0,0,6,0,0,0,0,3,21,0,1,0,0,0,0,0,0,5,1,0,3,4,70,51,0,0,0,110,19,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,4,1,6,16,8,0,0,1,15,13,16,4,3,0,1,12,4,6,0,5,58,7,30,6,1,2,17,0,0,0,4,1,6,2,1,22,11,2,5,28,0,0,15,43,0,3,0
"558",14015,"14015 - CITE UNIVERSITAIRE","FACE 15 BOULEVARD JOURDAN - 75014 PARIS",48.8201501077581,2.33992642818773,69,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9,3,0,1,0,0,0,0,1,0,0,0,0,2,1,1,1,7,0,0,0,5,0,0,1,0,8,1,0,0,12,0,0,3,5,0,1,0
"559",14016,"14016 - REILLE MONTSOURIS","61 AVENUE RENE COTY - 75014 PARIS",48.824767102597,2.33599967730057,465,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,5,1,0,0,0,0,0,11,0,0,0,0,16,0,1,0,1,4,0,14,10,0,1,6,0,0,0,0,0,23,0,400,0,3,0,10,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,3,1,11,16,16,0,0,0,9,0,7,6,9,0,2,11,4,8,1,3,85,4,53,14,3,4,18,0,0,0,3,0,23,9,2,10,9,0,6,62,1,0,8,25,1,4,0
"560",14018,"14018 - PORTE D'ORLEANS","6 PLACE DU 25 AOUT 1944 - 75014 PARIS",48.8228575017159,2.32504267091704,268,196,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,29,0,0,0,0,0,30,50,0,0,0,0,0,0,14,0,0,14,1,1,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,8,35,2,0,0,0,2,4,12,1,5,0,0,4,2,7,0,2,32,5,24,8,0,2,15,1,1,0,1,0,10,4,0,7,4,0,2,29,0,0,3,10,2,9,0
"561",14019,"14019 - SARETTE GENERAL LECLERC","58 RUE SARRETTE - 75014 PARIS",48.8250308529253,2.32641286939819,1788,1223,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,58,3,177,4,21,111,55,0,0,0,0,31,19,19,11,0,1,47,1,21,1,16,29,12,43,36,2,12,2,3,1,5,103,3,77,15,20,65,44,20,9,0,0,0,10,36,4,27,0,0,1,1,0,0,0,0,1,0,4,0,0,0,1,0,1,0,3,0,2,0,0,1,0,0,1,0,0,0,1,1,6,4,1,0,0,3,0,69,2,184,12,124,91,63,0,0,3,4,9,17,31,58,0,6,80,10,32,1,17,198,13,168,42,4,23,48,1,5,4,6,7,59,42,1,55,70,1,10,82,1,0,11,52,8,32,0
"562",14020,"14020 - PORTE DE MONTROUGE","AV. DE LA PORTE DE MONTROUGE - 75014 PARIS",48.8212167896893,2.32117350214306,157,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,10,3,0,0,0,0,0,20,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,5,3,2,7,7,0,0,1,1,1,4,3,4,0,0,3,1,1,0,0,39,1,11,4,0,0,6,0,0,1,0,0,4,4,0,7,5,0,0,15,0,0,2,4,0,2,0
"563",14021,"14021 - PLACE DE LA PORTE DE CHATILLON","BOULEVARD BRUNE PORTE DE CHATILLON - 75014 PARIS",48.8244897024567,2.31844743104898,301,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,14,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,4,3,0,0,1,0,23,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,5,21,8,0,0,1,6,1,7,2,6,0,0,8,3,2,0,2,55,2,20,9,2,5,15,0,1,0,0,1,11,1,0,12,12,2,4,31,0,0,5,20,2,6,0
