"","number","name","address","lat","lon","nombre","effectif","eff_00","eff_01","eff_02","eff_03","eff_05","eff_06","eff_07","eff_08","eff_09","eff_10","eff_11","eff_12","eff_13","eff_14","eff_15","eff_16","eff_17","eff_18","eff_19","eff_20","eff_21","eff_22","eff_23","eff_24","eff_25","eff_26","eff_27","eff_28","eff_29","eff_30","eff_31","eff_32","eff_33","eff_35","eff_36","eff_37","eff_38","eff_39","eff_41","eff_42","eff_43","eff_45","eff_46","eff_47","eff_49","eff_50","eff_51","eff_52","eff_53","eff_55","eff_56","eff_58","eff_59","eff_60","eff_61","eff_62","eff_63","eff_64","eff_65","eff_66","eff_68","eff_69","eff_70","eff_71","eff_72","eff_73","eff_74","eff_75","eff_77","eff_78","eff_79","eff_80","eff_81","eff_82","eff_84","eff_85","eff_86","eff_87","eff_88","eff_90","eff_91","eff_92","eff_93","eff_94","eff_95","eff_96","eff_99","nb_00","nb_01","nb_02","nb_03","nb_05","nb_06","nb_07","nb_08","nb_09","nb_10","nb_11","nb_12","nb_13","nb_14","nb_15","nb_16","nb_17","nb_18","nb_19","nb_20","nb_21","nb_22","nb_23","nb_24","nb_25","nb_26","nb_27","nb_28","nb_29","nb_30","nb_31","nb_32","nb_33","nb_35","nb_36","nb_37","nb_38","nb_39","nb_41","nb_42","nb_43","nb_45","nb_46","nb_47","nb_49","nb_50","nb_51","nb_52","nb_53","nb_55","nb_56","nb_58","nb_59","nb_60","nb_61","nb_62","nb_63","nb_64","nb_65","nb_66","nb_68","nb_69","nb_70","nb_71","nb_72","nb_73","nb_74","nb_75","nb_77","nb_78","nb_79","nb_80","nb_81","nb_82","nb_84","nb_85","nb_86","nb_87","nb_88","nb_90","nb_91","nb_92","nb_93","nb_94","nb_95","nb_96","nb_99"
"11",1006,"01006 - GRANDE TRUANDERIE","2-4 rue DE LA GRANDE TRUANDERIE 75001 PARIS",48.8626318041594,2.34973214483098,885,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,50,158,0,0,0,0,10,22,180,1,9,0,0,37,0,11,0,11,7,34,61,6,0,19,2,0,0,10,1,0,19,1,0,19,11,0,0,21,0,0,11,27,0,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,9,1,42,118,1,0,0,1,5,6,60,9,19,0,1,14,5,18,0,8,130,84,69,10,0,11,18,0,0,1,5,0,41,13,1,17,39,0,3,42,0,0,5,36,2,24,0
"12",1007,"01007 - ETIENNE MARCEL","2 RUE DE TURBIGO - 75001 PARIS",48.8635670471195,2.3477020211411,581,888,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,25,340,0,0,0,6,0,0,179,9,6,0,0,10,30,11,0,17,28,32,34,3,0,0,6,0,0,0,0,50,5,4,0,11,0,0,20,2,0,0,0,9,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,11,0,31,96,1,0,0,2,4,2,43,12,10,0,1,12,4,15,0,17,56,27,45,13,2,4,14,0,1,1,2,1,12,11,1,12,14,0,3,33,4,0,6,29,0,11,0
"13",1009,"01009 - PONT NEUF - 14","14 RUE DU PONT NEUF - 75001 PARIS",48.8602451945326,2.34433354527384,1788,2042,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,11,1,21,7,95,520,9,0,0,0,0,60,254,43,4,0,3,124,13,23,0,2,48,29,99,26,0,8,20,0,0,4,4,0,19,35,0,15,2,406,26,5,0,0,0,5,1,40,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,1,0,1,8,0,2,0,0,0,0,1,0,0,0,0,0,2,6,4,40,0,0,0,0,19,2,26,7,100,166,57,0,0,2,9,15,60,20,29,1,4,52,21,151,0,19,305,72,146,32,2,15,33,0,45,4,8,1,34,33,1,22,45,2,5,47,1,0,12,66,1,22,0
"14",1010,"01010 - PONT NEUF","10 RUE BOUCHER - 75001 PARIS",48.8594623892453,2.34436612844611,481,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,3,0,7,496,0,0,0,3,0,17,75,7,6,0,0,60,0,2,6,0,11,17,31,0,0,21,21,0,1,1206,9,0,8,8,0,130,53,0,23,4,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,9,66,1,0,0,2,0,6,20,6,7,0,0,11,2,15,1,3,72,75,37,1,2,3,4,0,2,3,3,0,13,11,0,16,16,0,3,29,2,0,2,23,1,5,0
"15",1012,"01012 - BOURSE DU COMMERCE","FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS",48.8629981667678,2.34155507782723,1307,1090,0,1,1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,10,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,20,3,109,17,23,0,0,3,0,20,39,4,21,0,0,61,7,37,0,2,40,26,101,98,2,23,20,0,1,0,6,30,148,5,0,20,15,0,4,24,0,0,3,107,1,0,0,0,1,1,0,0,0,0,0,0,5,1,0,1,7,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,6,1,3,0,0,0,0,23,1,36,7,120,54,14,0,0,2,1,4,26,27,62,0,0,76,16,45,2,8,168,31,181,26,4,26,25,0,10,5,6,7,92,34,0,27,19,0,5,29,1,0,6,36,2,10,0
"16",1013,"01013 - SAINT HONORE","186 RUE SAINT HONORE - 75001 PARIS",48.862430234764,2.33852013115178,507,2516,0,0,3,0,0,0,0,0,0,10,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,423,0,0,0,0,0,41,54,3,0,0,0,0,10,1,50,51,20,11,423,21,0,3,0,0,0,0,10,0,2,9,1120,1,24,0,10,1,0,0,21,29,0,6,0,0,1,7,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,13,59,0,0,1,1,1,35,14,6,1,0,0,2,1,22,1,7,101,39,22,6,0,4,9,0,0,0,2,3,4,12,15,7,12,0,4,9,1,0,3,60,1,3,1
"17",1014,"01014 - RIVOLI MUSEE DU LOUVRE","5 RUE DE L'ECHELLE - 75001 PARIS",48.8636722553657,2.33405760804708,965,1977,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,27,125,1,0,6,0,0,120,250,51,8,0,0,1,10,27,6,7,52,134,68,22,0,1,5,0,1,3,139,0,51,11,229,70,16,0,0,23,400,0,50,6,0,29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,10,0,0,0,0,12,1,2,0,24,63,3,0,2,2,1,5,38,9,17,0,0,7,1,55,2,14,211,176,54,8,1,4,19,0,3,2,9,0,81,13,7,14,15,1,1,16,2,0,2,38,1,6,0
"18",1015,"01015 - PLACE ANDRE MALRAUX","2 PLACE ANDRE MALRAUX - 75001 PARIS",48.8639796551511,2.33559960389384,816,1982,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,20,120,1,20,0,0,20,56,317,1,14,0,0,22,36,16,4,2,31,57,35,7,1,21,12,0,0,6,12,0,33,3,656,18,0,20,9,300,54,0,23,5,1,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,4,1,6,0,37,79,4,3,0,1,2,7,45,6,8,0,0,14,5,24,6,15,135,70,75,10,1,9,12,0,1,3,4,0,50,11,6,18,17,1,3,30,4,0,9,52,1,10,1
"19",1016,"01016 - OPERA PYRAMIDES","27 RUE THERESE - 75001 PARIS",48.8664835145089,2.33443342122379,1520,2131,0,0,0,0,0,0,0,0,0,20,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,1,44,319,28,0,60,6,0,46,195,49,13,0,1,147,1,72,0,52,88,182,191,22,0,37,11,0,9,1,168,0,119,61,13,59,6,0,0,0,0,0,1,58,0,16,6,0,1,2,0,0,0,0,0,0,4,1,0,0,3,0,0,0,3,0,2,0,0,0,0,0,2,1,0,0,0,3,4,0,1,0,0,1,1,31,3,17,4,69,54,11,1,3,9,2,10,34,18,19,0,4,60,8,86,0,36,247,168,198,16,2,21,29,0,10,3,21,3,96,29,5,32,26,0,2,25,0,0,2,66,0,10,1
"20",1017,"01017 - SAINT HONORE","215 RUE SAINT HONORE - 75001 PARIS",48.8655711428242,2.33056741757715,2266,2651,0,0,0,0,0,0,0,0,0,6,0,0,0,63,7,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,24,0,6,0,0,1,3,165,0,86,1,137,468,8,0,0,0,0,156,157,12,35,0,0,201,11,312,0,5,56,49,132,16,3,17,10,0,1,3,8,7,95,64,177,33,14,0,0,17,0,0,0,33,1,33,0,0,0,1,0,0,0,0,1,0,2,1,0,3,20,5,0,0,6,0,10,0,0,0,0,4,1,0,1,0,0,2,22,1,1,1,0,1,1,80,0,40,8,192,221,11,0,0,1,3,20,32,23,43,0,3,46,21,104,0,28,379,120,273,29,9,36,59,0,7,5,14,5,117,54,14,25,23,0,4,49,0,0,5,44,2,33,0
"21",1018,"01018 - RIVOLI TUILERIE","2 RUE D'ALGER - 75001 PARIS",48.8647936661262,2.32943142194585,378,809,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,6,0,462,148,0,1,0,0,2,0,1,0,9,3,9,25,10,0,1,12,0,0,0,10,0,16,10,0,0,0,0,0,3,0,0,0,11,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,2,11,28,1,0,0,2,1,9,13,2,3,0,0,4,0,18,0,9,80,38,32,5,0,3,10,0,1,0,2,0,42,8,0,1,7,0,0,12,0,0,1,11,1,6,0
"22",1019,"01019 - SAINT HONORE VENDOME","237 RUE SAINT HONORE - 75001 PARIS",48.8666980084735,2.32828818571664,2145,5342,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,3,0,3,0,1,0,0,0,0,0,10,0,1,0,0,0,1,25,0,12,3,145,467,16,0,0,1,0,1284,172,27,61,1,6,95,16,205,0,135,69,65,152,17,4,38,37,3,1,6,4,51,96,94,1961,10,2,0,0,0,0,0,0,5,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,11,2,1,0,3,0,6,0,1,1,1,2,1,1,0,1,0,2,19,1,35,0,0,0,1,63,2,38,2,168,201,25,1,2,3,0,21,28,30,44,2,6,105,24,120,5,57,274,126,331,44,5,46,33,2,8,3,9,8,51,49,6,31,7,1,1,22,2,0,3,31,1,12,0
"23",1020,"01020 - RIVOLI CONCORDE","2 RUE CAMBON - 75001 PARIS",48.8662852211561,2.32524904508358,1339,2139,0,0,1,0,0,0,0,0,0,10,0,0,1,22,0,0,0,5,0,60,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,3,11,2,44,173,2,0,0,4,0,76,89,7,14,0,0,88,2,22,6,36,38,90,77,5,3,9,14,0,1,0,11,6,139,25,900,11,3,0,0,0,0,0,50,34,0,21,0,0,0,1,0,1,0,0,0,0,2,0,0,2,14,1,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,1,10,0,28,0,0,0,0,18,1,10,5,37,93,5,0,1,2,0,6,22,11,20,0,2,15,5,52,2,35,192,220,137,11,4,9,16,0,2,1,14,3,165,15,6,14,27,0,0,26,2,0,2,46,2,13,1
"24",1022,"01022 - RUE DE LA PAIX","37 RUE CASANOVA - 75001 PARIS",48.8682170167744,2.33049351139917,1950,4206,0,0,3,0,0,0,0,0,0,0,0,0,0,50,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,282,0,3,0,0,50,0,23,0,11,21,177,833,7,0,0,9,0,305,354,15,40,0,0,70,14,277,0,377,494,83,292,22,7,11,40,0,6,21,20,0,11,28,0,49,8,0,0,42,0,0,26,61,0,21,1,0,1,7,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,3,30,0,1,0,0,1,0,41,2,11,8,85,139,3,0,0,5,1,13,46,11,18,0,0,28,10,170,5,72,530,239,159,20,6,17,21,0,16,6,13,3,11,32,0,20,27,0,1,20,0,0,4,48,3,20,1
"25",1023,"01023 - ANDRE MALRAUX MUSEE DU LOUVRE","165 RUE SAINT HONORE - 75001 PARIS",48.8634970199637,2.33484632755027,430,1039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,16,450,0,0,0,0,0,200,175,0,6,0,0,20,3,6,0,6,8,17,27,0,0,0,0,0,3,0,8,0,48,13,0,10,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,0,15,54,0,0,0,0,1,5,15,0,2,0,0,2,2,18,0,8,31,70,32,6,0,5,2,0,1,1,5,0,104,5,0,5,3,0,0,3,1,0,0,21,0,2,2
"26",1024,"01024 - LOUVRE COQ HERON","20 RUE COQUILLIERE - 75001 PARIS",48.8637728320262,2.34270756197831,444,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,57,0,0,0,0,200,0,156,10,147,0,200,2,7,76,1,0,52,24,78,6,0,3,14,0,10,0,0,0,13,0,11,16,0,0,10,22,10,0,30,66,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,10,21,0,0,0,1,2,0,33,3,16,0,1,14,6,15,4,16,67,39,39,5,4,4,11,0,4,0,2,1,9,5,3,9,9,0,4,26,1,0,7,39,0,3,0
"27",1025,"01025 - TEMPLE DE L'ORATOIRE","2 RUE DE L'ORATOIRE - 75001 PARIS",48.8613894682984,2.34005523281748,712,993,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,0,42,104,60,0,0,0,0,16,135,10,7,0,0,21,3,15,0,3,4,28,106,4,0,5,0,0,0,0,51,3,116,22,70,0,12,0,36,33,3,0,27,12,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,11,0,33,66,5,0,0,1,1,2,39,7,12,0,1,23,9,15,1,11,110,77,72,11,0,11,16,0,1,1,9,2,16,16,4,8,20,1,7,28,1,0,5,43,0,7,0
"28",1026,"01026 - COLONEL DRIANT","PLACE DU LIEUTENANT HENRI KARCHER - 75001 PARIS",48.8634305019412,2.34016976701762,666,704,0,0,0,0,0,0,0,0,0,1,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,9,117,0,0,0,3,0,11,61,73,3,0,0,1,0,12,2,29,8,10,69,2,1,18,3,0,0,0,6,0,9,57,1,0,34,0,20,7,0,0,0,18,0,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,7,2,23,61,2,0,0,1,4,3,33,9,12,1,1,9,4,13,2,11,146,44,54,6,2,9,24,0,0,0,3,1,18,11,1,11,35,0,4,30,0,0,2,36,2,13,0
"29",1027,"01027 - BERGER","49 RUE BERGER - 75001 PARIS",48.8622387170472,2.34196093795567,793,913,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,14,0,38,152,1,0,0,1,0,22,179,5,7,0,1,41,27,18,0,1,4,67,28,0,0,1,6,0,0,100,0,1,10,53,21,26,6,0,1,15,0,0,0,12,1,25,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,12,2,30,57,12,0,0,1,1,6,58,9,7,0,2,25,6,33,2,9,149,44,56,12,1,3,27,0,1,4,6,1,19,11,4,17,21,0,2,50,0,0,3,50,3,14,0
"30",1102,"01102 - FRANCAISE","6 RUE FRANCAISE - 75001 PARIS",48.8640650469499,2.34759791271647,877,631,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,3,73,0,32,49,0,0,0,0,50,19,84,5,0,0,6,17,1,14,0,0,15,6,6,2,13,0,22,0,0,0,0,0,11,7,21,54,0,0,40,10,0,0,0,3,1,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,14,1,77,0,53,60,5,0,0,1,4,6,39,6,10,0,2,24,6,18,0,4,164,21,67,17,2,8,31,0,3,2,1,0,36,22,3,24,19,0,5,49,0,0,3,26,2,20,0
"31",1116,"01116 - OPÉRA PYRAMIDES","4 RUE DE VENTADOUR - 75001 PARIS",48.866810653323,2.33438844825187,948,1297,0,0,0,0,0,0,0,1,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,7,0,88,69,0,0,23,0,0,17,231,104,6,0,0,152,37,89,0,15,32,28,101,20,0,23,1,0,0,4,40,6,6,33,0,54,7,0,0,11,0,0,20,48,1,6,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,5,1,11,1,78,60,0,1,2,3,2,5,28,23,8,0,3,57,14,54,1,26,158,67,125,20,2,24,13,0,1,5,13,3,14,20,0,20,12,0,1,11,0,0,3,23,3,10,0
"32",2001,"02001 - SEBASTOPOL-GRENATA","12 RUE GRENETA - 75002 PARIS",48.865240621695,2.35166987368994,1164,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,10,88,198,13,0,0,3,0,50,98,43,34,0,20,49,20,52,5,25,23,42,99,39,0,79,31,0,0,16,5,0,34,3,0,73,13,0,121,5,10,0,0,104,0,36,10,0,0,1,0,0,0,0,0,0,2,0,0,0,34,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,1,0,7,2,15,3,90,95,11,0,0,2,2,8,42,7,28,0,1,28,8,34,5,19,187,43,85,19,0,12,34,0,3,6,8,0,76,11,0,34,28,0,10,52,1,0,5,45,4,22,1
"33",2002,"02002 - MONTORGUEIL ETIENNE MARCEL","32 RUE ETIENNE MARCEL - 75002 PARIS",48.8645823774649,2.34628211166702,907,996,0,0,0,0,0,0,0,0,0,24,0,0,0,24,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,49,195,6,0,0,0,0,12,309,0,121,0,0,4,21,13,0,3,28,11,9,7,0,6,15,1,0,0,0,0,25,1,0,1,7,3,0,1,20,0,0,13,1,46,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,2,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,0,18,0,7,1,46,103,2,0,0,0,4,3,59,2,17,0,0,22,7,20,0,8,197,16,71,18,1,6,26,1,2,1,2,1,31,13,0,23,33,1,2,47,1,0,5,42,1,15,0
"34",2003,"02003 - ALLEE PIERRE LAZAEFF","189 RUE SAINT DENIS - 75002 PARIS",48.8661457465286,2.35084459528783,1367,1341,0,0,0,0,0,0,0,0,0,16,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,0,10,0,171,81,3,0,0,4,1,1,88,20,14,53,0,74,31,0,0,1,23,8,51,14,0,123,10,0,0,0,0,0,11,35,0,33,0,0,6,11,0,0,29,8,1,33,0,0,0,0,0,0,0,0,0,0,5,0,0,3,160,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,9,1,1,0,0,0,0,5,0,18,1,137,94,5,0,0,6,5,4,75,5,24,8,1,30,6,21,0,6,236,19,79,26,0,13,31,0,2,1,2,0,35,25,0,24,21,0,4,87,0,1,13,68,5,38,0
"35",2004,"02004 - REAUMUR MONTORGUEIL","83 ALLEE PIERRE LAZAREF - 75002 PARIS",48.8669737142397,2.3486324654447,1617,3734,0,0,0,0,0,0,0,0,0,26,0,0,2,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,70,0,0,0,10,0,273,383,0,0,0,6,0,0,228,37,15,0,11,45,18,62,0,7,27,7,77,29,0,17,12,0,0,1,0,7,31,5,2110,34,1,3,51,9,0,0,0,16,0,37,0,0,0,1,0,0,1,0,0,0,6,0,0,4,52,0,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,5,1,2,0,0,2,0,12,0,31,8,171,119,6,0,0,5,3,3,92,24,44,0,4,46,16,48,0,25,282,8,145,25,2,30,48,0,7,1,3,9,63,28,11,30,25,1,7,85,2,0,5,34,5,21,0
"36",2005,"02005 - MONTORGUEIL RUE MONTMARTRE VERSION 2","46 RUE DE MONTMARTRE - 75002 PARIS",48.8650219458101,2.34506844014476,554,698,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,87,129,0,0,0,0,0,0,110,26,10,0,0,38,6,26,0,0,10,20,82,4,0,4,10,0,1,3,6,0,5,1,0,35,3,0,6,1,0,0,0,27,0,13,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,2,0,26,57,2,0,0,1,0,0,27,8,12,0,0,13,4,17,0,7,99,36,60,6,2,6,12,0,2,5,3,0,20,11,1,14,17,0,2,25,0,0,8,21,1,5,0
"37",2006,"02006 - PLACE DES VICTOIRES","2 RUE D'ABOUKIR - 75002 PARIS",48.8660026325651,2.3419204119623,982,6709,0,0,0,0,0,0,0,0,0,1,0,0,2,221,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,10,0,103,0,0,0,0,0,0,4,0,418,190,0,0,0,0,0,11,85,69,40,0,0,112,10,4544,0,12,10,43,101,165,0,73,62,0,3,7,30,3,13,270,0,4,1,0,0,11,0,0,4,10,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,3,17,1,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,4,3,2,0,0,0,0,12,0,19,1,70,96,3,0,0,0,1,3,20,13,31,0,1,24,5,50,1,9,142,99,76,26,3,14,24,0,7,3,2,1,27,20,2,19,18,0,3,53,1,0,7,29,0,7,0
"38",2007,"02007 - CHABANAIS","1 RUE CHABANAIS - 75002 PARIS",48.8671234464486,2.33668660823888,1660,1927,0,0,0,0,0,0,0,0,0,12,0,0,1,13,2,0,0,7,0,0,21,0,0,0,0,0,0,20,0,0,0,56,0,0,0,1,0,0,3,0,6,1,69,125,4,0,0,0,0,64,366,54,19,0,10,66,11,23,0,19,31,72,105,8,16,36,43,0,20,7,253,1,46,26,0,156,26,0,0,64,0,0,0,12,3,29,0,0,0,0,0,0,0,0,0,1,9,0,0,1,14,2,0,0,8,0,3,2,2,0,1,0,0,0,2,0,0,1,19,0,1,0,1,0,0,14,2,19,4,82,138,6,1,0,2,0,14,123,29,25,0,4,43,10,52,0,20,301,94,141,33,8,29,46,1,7,5,21,1,61,28,0,33,22,0,3,69,3,0,4,55,6,34,0
"39",2008,"02008 - MAIRIE DU 2EME","11 RUE DE LA BANQUE - 75002 PARIS",48.8672932628197,2.3405636863636,1528,2436,0,0,1,0,0,0,0,0,0,41,0,0,0,15,0,0,0,7,0,1,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,11,0,16,0,79,107,4,0,0,1,0,10,223,21,40,0,0,166,32,72,6,13,62,27,367,53,101,133,81,0,1,4,0,1,47,59,281,16,71,0,56,7,10,0,13,128,2,27,0,0,1,3,0,0,0,0,1,0,6,0,0,0,18,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,6,0,5,0,0,0,0,22,0,48,2,95,145,5,1,0,5,5,3,46,24,41,0,2,93,18,61,1,18,197,46,188,14,5,36,26,0,6,8,10,2,78,42,14,11,15,0,7,32,2,1,30,57,4,14,1
"40",2009,"02009 - BOURSE","1 RUE DES FILLES SAINT THOMAS - 75002 PARIS",48.8688516893722,2.33973140108694,672,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,192,336,13,0,6,0,0,1,130,11,6,0,0,41,1200,90,701,174,71,57,64,8,0,29,102,0,3,11,31,0,12,62,700,23,1,0,16,13,0,0,4,58,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,4,0,3,1,24,28,5,1,1,2,0,1,38,8,5,0,0,15,10,38,11,37,135,48,70,10,4,11,16,0,3,4,4,0,32,18,4,5,6,0,2,14,0,0,4,30,1,7,1
"41",2010,"02010 - BOULEVARD MONTMARTRE","21 RUE D'UZES - 75002 PARIS",48.8707757572723,2.34316333438536,1130,2623,0,0,0,0,0,0,0,0,0,36,0,0,0,56,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,12,0,117,96,0,0,0,0,0,47,320,114,11,0,27,123,121,315,23,30,176,54,159,86,6,63,34,0,0,15,224,13,21,25,0,31,4,0,53,77,50,1,0,40,0,17,0,0,0,1,0,0,0,0,0,0,6,0,0,1,9,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,20,1,11,1,55,64,4,0,0,0,1,28,64,19,23,0,6,27,11,61,4,19,238,23,107,40,3,20,19,0,3,7,9,2,52,24,0,21,14,0,3,36,1,2,4,45,1,9,0
