"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"time"
0,563000838585915;0,485986979682657;0,618939558748007;0,253430671934608;0,282321406396395;0,515637083592363;0,118493611406644;0,806118689905174;0,672819217188385;0,284127216433973;2017-03-07 06:40:00
0,546314335002489;0,517821842397066;0,5993764167243;0,231263164203877;0,298752352669174;0,513805042152525;0,120533814267323;0,778561540517601;0,664633468703345;0,287609656690482;2017-03-07 07:00:00
0,570944947051515;0,498193451680712;0,582011008764119;0,233285210625406;0,295825759570956;0,522300107685899;0,123751822755983;0,774984271674956;0,597256277476569;0,241760550269084;2017-03-07 07:20:00
0,568742182918471;0,523012901315086;0,541719729819914;0,233522728358313;0,326398176306228;0,510571186110721;0,125563651572945;0,749045874617722;0,599372202942985;0,224860185182676;2017-03-07 07:40:00
0,603316926382223;0,527632313686039;0,489741096046582;0,214693640634071;0,357047928414226;0,506361517822806;0,135302512037659;0,74081221008589;0,564576491035507;0,195231158832803;2017-03-07 08:00:00
0,604918395752347;0,542854780843831;0,410420279311234;0,213849185069325;0,376850087151296;0,509855399108488;0,117291892935545;0,728818282830578;0,50546080634484;0,15228191440001;2017-03-07 08:20:00
0,641960467505133;0,547762137971139;0,320861366601708;0,188394779513856;0,433442340836511;0,510073529252901;0,119141074591973;0,692035827056566;0,43924761226901;0,141453270991697;2017-03-07 08:40:00
0,685950558719213;0,589764523534959;0,290747392932337;0,189685530644815;0,512162691782613;0,519281897622238;0,115985688782355;0,702944731138302;0,383490515080721;0,129221583734636;2017-03-07 09:00:00
0,730788866565155;0,593058498574587;0,297444268146256;0,178738956952613;0,546395862372121;0,555774041156117;0,113782203123829;0,713106841010341;0,376874965104673;0,125410987101705;2017-03-07 09:20:00
0,741928480897948;0,650746955263774;0,267117619308848;0,175269889129794;0,580574652703773;0,566460498746813;0,131042698021712;0,728389191855627;0,368185902164769;0,120398601920137;2017-03-07 09:40:00
0,774237969674865;0,652325742897811;0,28378807883501;0,18561721248508;0,577581735658273;0,556738821686283;0,130110623603739;0,736448171728652;0,36973086331794;0,134585388740996;2017-03-07 10:00:00
0,777984260669902;0,674750026136899;0,268596523591454;0,178115129118015;0,607742900441364;0,565956903072641;0,134416266572575;0,733678831636482;0,346777392153466;0,11965704680812;2017-03-07 10:20:00
0,746666682088393;0,68269974741607;0,273504195204845;0,189421446443157;0,581957393207361;0,575096674156599;0,135717492438202;0,726635378742664;0,383420891945052;0,125226188156137;2017-03-07 10:40:00
