"P1";"P2";"time"
0,649457675203195;0,241761435550908;2017-03-12 04:20:00
0,653414332876915;0,240303134313781;2017-03-12 04:40:00
0,649254745481992;0,240109758690647;2017-03-12 05:00:00
0,652325951981117;0,243469681515268;2017-03-12 05:20:00
0,65482571562251;0,241788398943539;2017-03-12 05:40:00
0,648227957206383;0,245196804707242;2017-03-12 06:00:00
0,654230628808067;0,240846361404224;2017-03-12 06:20:00
0,65124328064578;0,240936927740524;2017-03-12 06:40:00
0,646157877100301;0,240599504166381;2017-03-12 07:00:00
0,649658836352134;0,238914187681585;2017-03-12 07:20:00
0,648901826972859;0,23887611752711;2017-03-12 07:40:00
0,638556345502531;0,234259107403039;2017-03-12 08:00:00
0,645542924401977;0,232272802041215;2017-03-12 08:20:00
0,636859683964084;0,229050056825028;2017-03-12 08:40:00
0,633331426378239;0,224727461224847;2017-03-12 09:00:00
0,640211239629502;0,22414768536314;2017-03-12 09:20:00
0,630848688248842;0,216269183390081;2017-03-12 09:40:00
0,637546820494918;0,208974189234281;2017-03-12 10:00:00
0,63639443550703;0,21267064760971;2017-03-12 10:20:00
0,626174923191265;0,202209240642029;2017-03-12 10:40:00
0,637860062875947;0,194362484809773;2017-03-12 11:00:00
0,634251519269754;0,188517984464529;2017-03-12 11:20:00
0,633245055276408;0,185638119837069;2017-03-12 11:40:00
0,639553511453591;0,183328025137653;2017-03-12 12:00:00
0,633449137958043;0,17448052842129;2017-03-12 12:20:00
0,640848724514011;0,17437241677278;2017-03-12 12:40:00
0,637615710618399;0,167835154578906;2017-03-12 13:00:00
0,644658213582028;0,168362535346298;2017-03-12 13:20:00
0,645249714924283;0,160187062778116;2017-03-12 13:40:00
0,649741905242783;0,163138242524508;2017-03-12 14:00:00
0,638565764751152;0,15972759351744;2017-03-12 14:20:00
0,643713038361335;0,15282582422169;2017-03-12 14:40:00
0,641952946854578;0,150916652303126;2017-03-12 15:00:00
0,638897365311026;0,148895212026001;2017-03-12 15:20:00
0,63640201732889;0,144277062146165;2017-03-12 15:40:00
