"P1";"P2";"P3";"P4";"P5";"P6";"time"
0,645972759291635;0,149972045194918;0,561237331477457;0,176531033178592;0,700865227497123;0,283576937095192;2017-03-07 13:00:00
0,648709806110178;0,150299685804577;0,550693829761363;0,19853215951771;0,683577492641346;0,295932561817534;2017-03-07 13:20:00
0,65499631381765;0,146783291582118;0,57515594656571;0,177661396838925;0,720163478163544;0,272447927809152;2017-03-07 13:40:00
0,642279266983205;0,15665819691164;0,559844513882629;0,171090761069144;0,696726381307341;0,294065340912225;2017-03-07 14:00:00
0,67447684705597;0,141559674607369;0,56627460637701;0,168918237023588;0,703844611830809;0,278837307863912;2017-03-07 14:20:00
0,645733829172467;0,144427763614877;0,562329847373598;0,173095349553597;0,699132755628099;0,288228975639792;2017-03-07 14:40:00
0,665746477792871;0,143182065278912;0,5826294910555;0,160112317905737;0,731496045349116;0,281600341447957;2017-03-07 15:00:00
0,661062682989788;0,143707308762059;0,578095766113647;0,16116669222001;0,708267548729392;0,303671866358007;2017-03-07 15:20:00
0,658118966302191;0,146615820278866;0,557364386036806;0,167427652904712;0,733527648933106;0,274722158301445;2017-03-07 15:40:00
0,663775664407197;0,132070726879325;0,55436936479389;0,1560326199295;0,704658546307691;0,283846032754015;2017-03-07 16:00:00
0,653016636579662;0,143484014772357;0,539516830999111;0,176844980977989;0,703301486365346;0,299003999011464;2017-03-07 16:20:00
0,659086401505722;0,147249625155928;0,511812328930478;0,175713955297389;0,68165294052034;0,291077468674544;2017-03-07 16:40:00
0,657005022152456;0,137763051780542;0,50453295089341;0,171538739101597;0,678796451037617;0,306049680991569;2017-03-07 17:00:00
0,653114871759941;0,134790050547081;0,474463966761908;0,17978185197013;0,662467947378069;0,32369065199417;2017-03-07 17:20:00
0,662627766097002;0,13930655278893;0,440288500237537;0,193891226628468;0,633458088716085;0,323696945543254;2017-03-07 17:40:00
0,668818317054462;0,148082015627538;0,412331075897204;0,207831013291062;0,633403983477342;0,354648245916223;2017-03-07 18:00:00
0,673794851243943;0,13768873106111;0,373092675587072;0,208308189071657;0,590056329308425;0,383390228435365;2017-03-07 18:20:00
0,67571898066094;0,142601385033038;0,34622633267497;0,231928527460422;0,588070359518299;0,415332049235009;2017-03-07 18:40:00
0,694838372659123;0,153398423440422;0,306948482456044;0,242324702265357;0,543759886258261;0,445069359809519;2017-03-07 19:00:00
0,69770750880184;0,151239672583191;0,268099696236049;0,268503595215209;0,517406244512776;0,473750897296615;2017-03-07 19:20:00
0,720683334040312;0,161745145415487;0,262436656382729;0,279403265765266;0,50863031878793;0,518414376409727;2017-03-07 19:40:00
0,725919065481908;0,164900334247299;0,251922261943897;0,292233663654039;0,500337954935541;0,554774463490353;2017-03-07 20:00:00
0,742707579600091;0,164134681512658;0,238188628220552;0,309435161496625;0,484640178203741;0,56983699696144;2017-03-07 20:20:00
0,747286773614703;0,166818981743034;0,243968726773844;0,338242017889296;0,487195853128728;0,59940411235529;2017-03-07 20:40:00
