"P1";"P2";"P3";"P4";"time"
0,716450916972316;0,17543494948518;0,5816228523193;0,167313864998169;2017-03-08 12:20:00
0,722576152295816;0,182315040274862;0,594863135003146;0,176930455695764;2017-03-08 12:40:00
0,717139144160975;0,182685081882777;0,599587047555112;0,166715376809373;2017-03-08 13:00:00
0,713052719179629;0,184088152632472;0,599623971002063;0,163796163368674;2017-03-08 13:20:00
0,723306957718186;0,184128787230026;0,594754133187829;0,159292709596821;2017-03-08 13:40:00
0,746074924659354;0,177716515213866;0,608205067821309;0,155225471074099;2017-03-08 14:00:00
0,73878145765542;0,17949238250857;0,603195417626595;0,154668490180061;2017-03-08 14:20:00
0,742417609020554;0,179126902971487;0,61085890739134;0,149191500555364;2017-03-08 14:40:00
0,740873898180722;0,176790993808963;0,618012267429975;0,150183647385484;2017-03-08 15:00:00
0,739567076183958;0,18589303974538;0,608471776457725;0,143705411100312;2017-03-08 15:20:00
0,741295473307544;0,182033329949307;0,616917781921868;0,135690895220312;2017-03-08 15:40:00
0,729254935649395;0,187109588265593;0,619755238308732;0,13817172000072;2017-03-08 16:00:00
0,721301629669981;0,193594667927294;0,625858979419814;0,136108142920689;2017-03-08 16:20:00
0,716246035856049;0,200818424069119;0,624648011704877;0,134184166319765;2017-03-08 16:40:00
0,681504500294137;0,208250476387292;0,619621700451717;0,128702316704859;2017-03-08 17:00:00
0,65147873083067;0,20560986172702;0,63132024005769;0,12635287322356;2017-03-08 17:20:00
0,614223173021304;0,230699441074145;0,625324687703691;0,124111462662169;2017-03-08 17:40:00
0,585641957909662;0,232585408409115;0,630661743690767;0,126306436937922;2017-03-08 18:00:00
0,53139456969765;0,262560511959137;0,630223174251682;0,125187305998147;2017-03-08 18:20:00
0,478146949848737;0,29176289348133;0,645458523960968;0,125631012351717;2017-03-08 18:40:00
0,408300633997091;0,333554827631865;0,657653416238116;0,132098716369329;2017-03-08 19:00:00
0,392543612940641;0,354300246712877;0,670484820318045;0,134396402460087;2017-03-08 19:20:00
0,359773423459179;0,402335875290984;0,671387651932164;0,146423621348868;2017-03-08 19:40:00
0,347422468249034;0,42784030781816;0,694837373830337;0,145180168472929;2017-03-08 20:00:00
0,347466576904597;0,458605375951079;0,706921017055218;0,152286181216698;2017-03-08 20:20:00
0,334036919214209;0,48649023190762;0,723664101367149;0,162974382857708;2017-03-08 20:40:00
0,326509536808743;0,508765207858508;0,73690804708;0,163818495454325;2017-03-08 21:00:00
0,326270488150719;0,521637581187479;0,734947658635701;0,164324494207955;2017-03-08 21:20:00
0,314731453151642;0,544841615369836;0,74405521842635;0,161550821490287;2017-03-08 21:40:00
0,307364134906962;0,539792674640138;0,730448228106114;0,165219052694787;2017-03-08 22:00:00
0,30832586497851;0,552426709617053;0,740322789981002;0,160393492329202;2017-03-08 22:20:00
0,290038855435261;0,566820789002916;0,738391316004271;0,159691495935813;2017-03-08 22:40:00
0,293282116224308;0,590783649105311;0,731934034944731;0,162639325717675;2017-03-08 23:00:00
0,292681602821238;0,590859900453991;0,729260144044821;0,164551208000141;2017-03-08 23:20:00
0,281139279822463;0,611328902240453;0,728948082653126;0,170175001091628;2017-03-08 23:40:00
0,281980489032883;0,609172266327318;0,725928804945703;0,18110548501642;2017-03-09 00:00:00
0,266766042740616;0,616615780265494;0,722732063867972;0,190594359115178;2017-03-09 00:20:00
0,270711745274924;0,627513449297768;0,719843855829752;0,194624462206549;2017-03-09 00:40:00
0,266645155600961;0,624222678528046;0,716225994869866;0,199538762467273;2017-03-09 01:00:00
0,266276646160048;0,626865165953939;0,709166626854329;0,213289299362282;2017-03-09 01:20:00
0,271453176563808;0,627350785545304;0,703517316653173;0,218446327986347;2017-03-09 01:40:00
0,264202250060088;0,622977426428864;0,697490079809269;0,228049026651164;2017-03-09 02:00:00
0,266190846011278;0,632964971049123;0,691701009864404;0,23303603355105;2017-03-09 02:20:00
0,260946752385434;0,631438195525928;0,69025606156459;0,23850764591581;2017-03-09 02:40:00
0,259440975509963;0,621758234103589;0,669999969826803;0,248151306406192;2017-03-09 03:00:00
0,250052368636593;0,624351189840061;0,668087987578023;0,255855697406933;2017-03-09 03:20:00
0,250562179195549;0,629671632756016;0,671387481065336;0,26169456634721;2017-03-09 03:40:00
0,258256869352661;0,623507168137722;0,661609205501129;0,276957580346867;2017-03-09 04:00:00
0,25267217901017;0,630896108052211;0,659398397324944;0,281951561516841;2017-03-09 04:20:00
0,257096399208575;0,631701635315616;0,655080211158401;0,292487706288249;2017-03-09 04:40:00
