NOM ETABLISSEMENT;ADRESSE;CODE POSTAL;COMMUNE;CODE DEPARTEMENT;REGION;FAUTEUILS;SEANCES;TRANCHE D'ENTREES
PLEIN AIR LE CHATEAU;13 PLACE SUZANNE VILLENEUVE;06370;MOUANS SARTOUX;06;PROVENCE-ALPES-COTE D'AZUR;200;6;Moins de 2000 entrées
LOUIS NODON;RUE FERDINAND BUISSON;07240;VERNOUX EN VIVARAIS;07;RHONE-ALPES;200;374;De 10 à 20 000 entrées
CENTRE MULTIMEDIA;AVENUE PAUL JOUCLA;09400;TARASCON SUR ARIEGE;09;MIDI-PYRENEES;200;416;De 5 à 10 000 entrées
ESPACE FERNANDEL;AV ARISTIDE BRIAND;13620;CARRY-LE-ROUET;13;PROVENCE-ALPES-COTE D'AZUR;200;1 688;De 40 à 50 000 entrées
LE PALMYR;AVENUE PIERRE SIBARD;17570;LES MATHES;17;POITOU-CHARENTES;200;155;De 2 à 5 000 entrées
LE ROCHONEN;14 RUE ROCHONEN;22800;QUINTIN;22;BRETAGNE;200;266;De 5 à 10 000 entrées
SAINTE BARBE;14 BIS RUE YANN D ARGENT;29211;ROSCOFF;29;BRETAGNE;200;406;De 10 à 20 000 entrées
BEL ARIA PLEIN AIR;PIELZA;20240;SOLARO;2B;CORSE;200;41;Moins de 2000 entrées
VARIETES;7 PLACE DE VERDUN;31210;MONTREJEAU;31;MIDI-PYRENEES;200;325;Moins de 2000 entrées
LE LUMIERE;AVENUE DES PYRENEES;31240;L UNION;31;MIDI-PYRENEES;200;410;De 20 à 30 000 entrées
CINEMA JACQUES BREL;PLACE DE LA FONTAINE;34730;PRADES-LE-LEZ;34;LANGUEDOC-ROUSSILLON;200;10;Moins de 2000 entrées
MEDIA 7;PLACE DE L'HOTEL DE VILLE;40500;SAINT-SEVER;40;AQUITAINE;200;466;De 10 à 20 000 entrées
CINEMA LE DUNOIS;11 RUE DE LA MAILLE D OR;45190;BEAUGENCY;45;CENTRE;200;634;De 20 à 30 000 entrées
FOYER RURAL;RUE DES MAQUISARDS;46110;VAYRAC;46;MIDI-PYRENEES;200;337;De 5 à 10 000 entrées
ETOILE CINEMA;19 RUE DES FOSSES;58120;CHATEAU-CHINON(VILLE);58;BOURGOGNE;200;225;De 5 à 10 000 entrées
JEANNE MOREAU;67 RUE DE BEAUVAIS;60130;SAINT-JUST-EN-CHAUSSEE;60;PICARDIE;200;715;De 20 à 30 000 entrées
SAINT MICHEL;RUE ST MICHEL;64260;ARUDY;64;AQUITAINE;200;508;De 5 à 10 000 entrées
LE GRAND AIR;LE GRAND AIR;73500;MODANE;73;RHONE-ALPES;200;200;De 2 à 5 000 entrées
LE DESPERADO 1;23 RUE DES ECOLES;75005;PARIS 5ME;75;ILE-DE-FRANCE;200;3 300;De 40 à 50 000 entrées
LE CINEMA DU PANTHEON;13 RUE VICTOR COUSIN;75005;PARIS 5ME;75;ILE-DE-FRANCE;200;1 563;De 30 à 40 000 entrées
7EME ART;PLACE DE LA MAIRIE;79140;CERIZAY;79;POITOU-CHARENTES;200;606;De 5 à 10 000 entrées
LE CLUB;PLACE DU CHAMP DE FOIRE;87470;PEYRAT-LE-CHATEAU;87;LIMOUSIN;200;158;Moins de 2000 entrées
PALACE; 29  COURS DE LA REPUBLIQUE;11200;LEZIGNAN-CORBIERES;11;LANGUEDOC-ROUSSILLON;199;514;De 5 à 10 000 entrées
CINEMA PARADISO THEATRE;RUE DE VERDUN;14260;AUNAY-SUR-ODON;14;BASSE-NORMANDIE;199;609;De 10 à 20 000 entrées
CINEMA HENRI JEANSON;COURS DES FOSSES;14600;HONFLEUR;14;BASSE-NORMANDIE;199;525;De 10 à 20 000 entrées
LE VENDELAIS;1 PLACE DE L EGLISE;35210;CHATILLON-EN-VENDELAIS;35;BRETAGNE;199;304;De 5 à 10 000 entrées
LA LUTZ;146 PLACE ARISTIDE BRIAND;40300;PEYREHORADE;40;AQUITAINE;199;577;De 20 à 30 000 entrées
THEATRE LE STRAPONTIN;RUE RIALLAND;56620;PONT-SCORFF;56;BRETAGNE;199;12;Moins de 2000 entrées
LE STRAPONTIN;SAIN BEL;69210;SAIN-BEL;69;RHONE-ALPES;199;208;De 10 à 20 000 entrées
LES RHODOS;ESPACE GRAND BORNAND;74450;LE GRAND-BORNAND;74;RHONE-ALPES;199;336;De 10 à 20 000 entrées
CINEMA JEAN MARAIS;59 BD CARNOT;78110;LE VESINET;78;ILE-DE-FRANCE;199;644;De 30 à 40 000 entrées
L ESPACE DES ARTS; ;83220;LE PRADET;83;PROVENCE-ALPES-COTE D'AZUR;199;273;De 2 à 5 000 entrées
ENTRACTE;26 RUE AMIRAL COURBET;14700;FALAISE;14;BASSE-NORMANDIE;198;636;De 20 à 30 000 entrées
OLYMPIA;6 RUE JEAN BART;32600;L ISLE-JOURDAIN;32;MIDI-PYRENEES;198;1 696;De 30 à 40 000 entrées
TRISKEL;2 RUE DU TREGOR;35830;BETTON;35;BRETAGNE;198;303;De 10 à 20 000 entrées
STUDIO M J C;21 PLACE BARBEROUSSE;39100;DOLE;39;FRANCHE-COMTE;198;886;De 10 à 20 000 entrées
CLUB;RUE DES VENELLES;49120;CHEMILLE;49;PAYS-DE-LA-LOIRE;198;354;De 10 à 20 000 entrées
ESPACE ARAGON;PLACE DU 8 MAI 1945;76350;OISSEL;76;HAUTE-NORMANDIE;198;314;De 10 à 20 000 entrées
LE MELIES;7, RUE DU THEATRE;80400;HAM;80;PICARDIE;198;180;De 5 à 10 000 entrées
LE SCARRON;8 AV. JEANNE ET MAURICE DOLIVET;92260;FONTENAY-AUX-ROSES;92;ILE-DE-FRANCE;198;842;De 30 à 40 000 entrées
MARCEL PAGNOL;17 RUE BERANGER;92240;MALAKOFF;92;ILE-DE-FRANCE;198;623;De 30 à 40 000 entrées
CENTRE DES BORDS DE MARNE;2 RUE DE LA PRAIRIE;94170;LE PERREUX-SUR-MARNE;94;ILE-DE-FRANCE;198;1 078;De 40 à 50 000 entrées
SELECT 1;46 RUE DU MARECHAL;21400;CHATILLON-SUR-SEINE;21;BOURGOGNE;197;903;De 10 à 20 000 entrées
