NOM ETABLISSEMENT;ADRESSE;CODE POSTAL;COMMUNE;CODE DEPARTEMENT;REGION;FAUTEUILS;SEANCES;TRANCHE D'ENTREES
HEMISPHERE THEATER 1;23 RUE MARCEL CLAVIER;77120;COULOMMIERS;77;ILE-DE-FRANCE;568;3 534;De 75 à 100 000 entrées
CINOS 1;442, RUE DE L'IMPÉRATRICE;62600;BERCK;62;NORD-PAS-DE-CALAIS;566;2 124;De 75 à 100 000 entrées
VARIETES 1;20 BD CHAMBLAIN;77000;MELUN;77;ILE-DE-FRANCE;566;2 585;De 20 à 30 000 entrées
SEMAPHORE 1;25 RUE PORTE DE FRANCE;30900;NIMES;30;LANGUEDOC-ROUSSILLON;564;9 840;De 150 à 200 000 entrées
THEATRE SARAH BERNHARDT;82 BD PAUL VAILLANT COUTURIER;95190;GOUSSAINVILLE;95;ILE-DE-FRANCE;562;43;De 2 à 5 000 entrées
CENTRE CULTUREL; ;59330;HAUTMONT;59;NORD-PAS-DE-CALAIS;560;203;De 2 à 5 000 entrées
MK2 BEAUBOURG 1;50 RUE RAMBUTEAU;75003;PARIS 3ME;75;ILE-DE-FRANCE;558;13 279;De 300 à 400 000 entrées
LE LOUXOR  SALLE 1 YOUSSEF CHAHINE;170 BOULEVARD DE MAGENTA;75010;PARIS 10ME;75;ILE-DE-FRANCE;556;5 937;De 200 à 300 000 entrées
UTOPIA 1;5 PLACE CAMILLE JULLIAN;33036;BORDEAUX;33;AQUITAINE;553;8 492;De 300 à 400 000 entrées
OPERA 1;3 RUE THEODORE DUBOIS;51100;REIMS;51;CHAMPAGNE-ARDENNE;552;8 291;De 100 à 150 000 entrées
LIDO 1;65 FRONT DE MER;17200;ROYAN;17;POITOU-CHARENTES;551;2 506;De 75 à 100 000 entrées
CALYPSO A;38 RUE VICTOR BASCH;91170;VIRY-CHATILLON;91;ILE-DE-FRANCE;551;3 168;De 50 à 75 000 entrées
REX 1;364 AVE DE LA DIVISION LECLERC;92290;CHATENAY-MALABRY;92;ILE-DE-FRANCE;551;2 102;De 50 à 75 000 entrées
CINEMA RUTEBEUF;16-18  ALLEES LEON-GAMBETTA;92110;CLICHY;92;ILE-DE-FRANCE;549;951;De 30 à 40 000 entrées
LES TOILES 1;2, BOULEVARD VICTOR HUGO;60800;CREPY-EN-VALOIS;60;PICARDIE;548;5 024;De 100 à 150 000 entrées
ARCADES 1;10 PLACE GABRIEL PERI;30100;ALES;30;LANGUEDOC-ROUSSILLON;547;8 136;De 100 à 150 000 entrées
PORTE SOLEIL1;PLACE CENTRALE;74110;MORZINE;74;RHONE-ALPES;545;722;De 20 à 30 000 entrées
CINEPAL 1;AVENUE DU 8 MAI 1945;91120;PALAISEAU;91;ILE-DE-FRANCE;545;5 327;De 150 à 200 000 entrées
THEATRE EDEN;QUAI  BERENGIER DE LA BLACHE;26400;CREST;26;RHONE-ALPES;544;2 698;De 50 à 75 000 entrées
LES PRAIRIALES;AVENUE DE LA PRAIRIE;28230;EPERNON;28;CENTRE;544;60;De 2 à 5 000 entrées
REX 1;PLACE DU SOUVENIR;33610;CESTAS;33;AQUITAINE;544;1 738;De 30 à 40 000 entrées
THEATRE DE VERDURE;AVENUE DU GRAND JARDIN;83980;LE LAVANDOU;83;PROVENCE-ALPES-COTE D'AZUR;544;58;De 10 à 20 000 entrées
ARC EN CIEL 1 (EX-LE FLANDRE 1);9 RUE FERDINAND PIHEN;59190;HAZEBROUCK;59;NORD-PAS-DE-CALAIS;540;2 599;De 75 à 100 000 entrées
ECRAN 7-1;1 RUE DES FAUVETTES;31830;PLAISANCE-DU-TOUCH;31;MIDI-PYRENEES;537;4 577;De 150 à 200 000 entrées
ROYAL 1;12 14 RUE DU 11 NOVEMBRE;14100;LISIEUX;14;BASSE-NORMANDIE;536;2 897;De 50 à 75 000 entrées
MAJESTIC;7 RUE DU CHAR;14100;LISIEUX;14;BASSE-NORMANDIE;536;2 002;De 40 à 50 000 entrées
RELAIS CULTUREL REGIONAL;51 RUE KLEBER;68800;THANN;68;ALSACE;536;1 359;De 30 à 40 000 entrées
NORMANDY 1;13 RUE MEHEUDIN;61200;ARGENTAN;61;BASSE-NORMANDIE;534;2 317;De 50 à 75 000 entrées
LE STAR 1;27/31 RUE DU JEU DES ENFANTS;67000;STRASBOURG;67;ALSACE;529;10 106;De 150 à 200 000 entrées
ESPACE ARAGON SALLE N° 1;19 BIS BD JULES FERRY;38190;VILLARD-BONNOT;38;RHONE-ALPES;528;1 885;De 75 à 100 000 entrées
LE COMOEDIA 1;6 RUE DU 8 MAI 1945;34200;SETE;34;LANGUEDOC-ROUSSILLON;526;4 213;De 50 à 75 000 entrées
NACELLES 1;BD DE L EUROPE;07100;ANNONAY;07;RHONE-ALPES;525;3 298;De 100 à 150 000 entrées
MELIES 1;28 ALLEE HENRI FRENAY;38000;GRENOBLE;38;RHONE-ALPES;524;5 384;De 150 à 200 000 entrées
CAMERA;1O5 AV DU 11 NOVEMBRE;83150;BANDOL;83;PROVENCE-ALPES-COTE D'AZUR;524;1 339;De 20 à 30 000 entrées
JACQUES TATI 1;29 BIS AV CHARLES DE GAULLE;93290;TREMBLAY-EN-FRANCE;93;ILE-DE-FRANCE;524;3 937;De 100 à 150 000 entrées
LES CARMES 1;7 RUE DES CARMES;45000;ORLEANS;45;CENTRE;521;6 617;De 100 à 150 000 entrées
CHAMBORD 1;283 AVENUE DU PRADO;13008;MARSEILLE;13;PROVENCE-ALPES-COTE D'AZUR;520;5 666;De 100 à 150 000 entrées
GALLIA THEATRE;67 COURS NATIONAL;17100;SAINTES;17;POITOU-CHARENTES;520;1 254;De 30 à 40 000 entrées
PALACE 1;19 R SELLENICK / AV REPUBLIQUE;27700;LES ANDELYS;27;HAUTE-NORMANDIE;520;1 473;De 20 à 30 000 entrées
MK2 A&E 1;15/43 QUAI FRANCOIS MAURIAC;75013;PARIS 13ME;75;ILE-DE-FRANCE;520;8 963;De 200 à 300 000 entrées
CINEMA LE RENAISSANCE;RUE DE L ANCIEN HOPITAL;85200;FONTENAY-LE-COMTE;85;PAYS-DE-LA-LOIRE;520;3 664;De 75 à 100 000 entrées
GRAND ECRAN 1;9 BIS AVENUE GAMBETTA;33120;ARCACHON;33;AQUITAINE;519;4 151;De 50 à 75 000 entrées
CYRANO 1;9 BD DE LA MARINE;47300;VILLENEUVE-SUR-LOT;47;AQUITAINE;518;3 271;De 50 à 75 000 entrées
VAL 1;IMMEUBLE LE VAL SNOW;73150;VAL-D ISERE;73;RHONE-ALPES;518;700;De 10 à 20 000 entrées
CINE HENRI LANGLOIS;32 BIS RUE DE LA STATION;95130;FRANCONVILLE;95;ILE-DE-FRANCE;518;1 678;De 30 à 40 000 entrées
MAJESTIC 1;12 PLACE CHEVERT;55100;VERDUN;55;LORRAINE;517;4 963;De 100 à 150 000 entrées
CINEVILLE 1(EX-ATALANTE);5 RUE ARNOULT CRAPOTTE;78700;CONFLANS-SAINTE-HONORINE;78;ILE-DE-FRANCE;517;2 461;De 20 à 30 000 entrées
STRADA 1;AVENUE DE CANNES;06370;MOUANS SARTOUX;06;PROVENCE-ALPES-COTE D'AZUR;516;5 669;De 300 à 400 000 entrées
CINE GOYEN;13 RUE LOUIS PASTEUR;29113;AUDIERNE;29;BRETAGNE;516;582;De 20 à 30 000 entrées
CLUB 1;1 RUE MONTORCY;85300;CHALLANS;85;PAYS-DE-LA-LOIRE;516;2 808;De 75 à 100 000 entrées
AURORE CINEMA;19 BD DE LAVAL;35500;VITRE;35;BRETAGNE;515;3 070;De 100 à 150 000 entrées
SELECT 1;7 BD D HAUTESERVE;50402;GRANVILLE;50;BASSE-NORMANDIE;514;2 684;De 100 à 150 000 entrées
PLAZA 1;32/36 BOULEVARD DE MARE;47200;MARMANDE;47;AQUITAINE;513;4 487;De 75 à 100 000 entrées
UTOPIA 1;1 PLACE MENDES-FRANCE;95310;SAINT-OUEN-L AUMONE;95;ILE-DE-FRANCE;513;6 832;De 100 à 150 000 entrées
REX 1;26 PLACE CLEMENCEAU;80100;ABBEVILLE;80;PICARDIE;511;4 463;De 100 à 150 000 entrées
MELIES 1;9 AV RESISTANCE CROIX CHAVAUX;93100;MONTREUIL;93;ILE-DE-FRANCE;511;4 259;De 100 à 150 000 entrées
CAPITOLE 1;11 RUE XAVIER SIGALON;30700;UZES;30;LANGUEDOC-ROUSSILLON;510;3 130;De 75 à 100 000 entrées
SAINT ANDRE  DES ARTS 1;3O RUE ST ANDRE DES ARTS;75006;PARIS 6ME;75;ILE-DE-FRANCE;510;5 649;De 50 à 75 000 entrées
ROBESPIERRE 1;19 AVENUE MAXIMILIEN ROBESPIERRE;94400;VITRY-SUR-SEINE;94;ILE-DE-FRANCE;509;4 736;De 50 à 75 000 entrées
VOX 1;22 COURS DU BARTAVEL;74400;CHAMONIX-MONT-BLANC;74;RHONE-ALPES;508;3 048;De 50 à 75 000 entrées
LE LUXY 1;77 AV GEORGES GOSNAT;94200;IVRY-SUR-SEINE;94;ILE-DE-FRANCE;507;2 358;De 75 à 100 000 entrées
CIN'EVASION 1;AVENUE JEAN JAURES;27600;GAILLON;27;HAUTE-NORMANDIE;505;3 523;De 50 à 75 000 entrées
VAUBAN 1;LA GRANDE PASSERELLE;35408;SAINT-MALO;35;BRETAGNE;505;50;De 2 à 5 000 entrées
LE THEATRE 1;PLACE DU THEATRE;38350;LA MURE;38;RHONE-ALPES;505;1 474;De 20 à 30 000 entrées
PARIS 1;AVENUE SAINT REMY;57600;FORBACH;57;LORRAINE;504;2 596;De 20 à 30 000 entrées
VIGNY;42 RUE BOURDILLET;37600;LOCHES;37;CENTRE;503;780;De 20 à 30 000 entrées
OLYMPIA 5;5 RUE D ANTIBES;06400;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;502;8 192;De 100 à 150 000 entrées
VOX 1;PLACE AGRICOLA;83600;FREJUS;83;PROVENCE-ALPES-COTE D'AZUR;502;3 595;De 30 à 40 000 entrées
CAUMARTIN 4 (EX CINEVOG 4 );101 RUE ST LAZARE;75009;PARIS 9ME;75;ILE-DE-FRANCE;501;9 102;De 150 à 200 000 entrées
COMPLEXE CULTUREL OESIA;ROND-POINT DE LA CHASSETIERE;37390;NOTRE-DAME-D OE;37;CENTRE;500;23;De 2 à 5 000 entrées
VICTORIA;RUE SAINT VICTOR;44750;CAMPBON;44;PAYS-DE-LA-LOIRE;500;287;De 10 à 20 000 entrées
CASINO;ESPLANADE DES OEUFS;65110;CAUTERETS;65;MIDI-PYRENEES;500;453;De 10 à 20 000 entrées
PALACE CARNOT;8 BIS RUE CARNOT;72300;SABLE-SUR-SARTHE;72;PAYS-DE-LA-LOIRE;500;953;De 30 à 40 000 entrées
MIMOSA 1;73 AV JOSEPH PINEAU;85330;NOIRMOUTIER-EN-L ILE;85;PAYS-DE-LA-LOIRE;500;1 348;De 50 à 75 000 entrées
LE VILLAGE 1;4 RUE DE CHEZY;92200;NEUILLY-SUR-SEINE;92;ILE-DE-FRANCE;500;2 382;De 50 à 75 000 entrées
2 ALIZES SALLE LA MOUETTE;2 BD ALBERT 1ER;35800;DINARD;35;BRETAGNE;499;2 151;De 75 à 100 000 entrées
CASINO 1;7, RUE MARCEAU;02700;TERGNIER;02;PICARDIE;498;1 730;De 20 à 30 000 entrées
L'ALHAMBRA 1;2, RUE JEAN JAURÈS;62100;CALAIS;62;NORD-PAS-DE-CALAIS;498;5 208;De 50 à 75 000 entrées
ETOILES 1 (EX-ARCADES 1);RUE DU PERIGORD;62700;BRUAY-LA-BUISSIERE;62;NORD-PAS-DE-CALAIS;497;4 016;De 40 à 50 000 entrées
SALLE A;PLACE MARCEL CARNE;91240;SAINT-MICHEL-SUR-ORGE;91;ILE-DE-FRANCE;496;479;De 10 à 20 000 entrées
LE XENON;60 RUE GUILLET;76210;BOLBEC;76;HAUTE-NORMANDIE;495;1 883;De 20 à 30 000 entrées
LOUIS ARAGON;61 BIS RUE JEAN JAURES;62260;AUCHEL;62;NORD-PAS-DE-CALAIS;492;290;De 5 à 10 000 entrées
SIRIUS 1;5 RUE DUGUESCLIN;76620;LE HAVRE;76;HAUTE-NORMANDIE;492;6 508;De 75 à 100 000 entrées
ESPACE 1;5 RUE DELAMBRE;77400;LAGNY-SUR-MARNE;77;ILE-DE-FRANCE;492;5 765;De 75 à 100 000 entrées
LES AMBASSADEURS ( EX CASINO DE DEAUVILLE);RUE EDMOND BLANC;14800;DEAUVILLE;14;BASSE-NORMANDIE;491;737;De 20 à 30 000 entrées
LE CARNOT 1;66 BIS AV CARNOT;19200;USSEL;19;LIMOUSIN;491;1 546;De 30 à 40 000 entrées
LA COUPOLE;4, CROISÉE DES LYS;68300;SAINT-LOUIS;68;ALSACE;491;3 695;De 75 à 100 000 entrées
L' AIGLON;7 RUE DU DOCTEUR ROUYER;61300;L AIGLE;61;BASSE-NORMANDIE;490;970;De 30 à 40 000 entrées
MOLIERE 1 (EX RITZ);16 AVENUE DES THERMES;70300;LUXEUIL-LES-BAINS;70;FRANCHE-COMTE;490;1 205;De 30 à 40 000 entrées
CINEMA DU PALAIS 1;40 ALLEE PARMENTIER;94000;CRETEIL;94;ILE-DE-FRANCE;490;4 416;De 75 à 100 000 entrées
CVL PALACE 1;9 RUE DE LA RESISTANCE;41200;ROMORANTIN-LANTHENAY;41;CENTRE;488;2 613;De 50 à 75 000 entrées
LE PALAIS;SQUARE DU GENERAL DE GAULLE;65100;LOURDES;65;MIDI-PYRENEES;487;450;De 10 à 20 000 entrées
LES TOILES OLYMPIC;PLACE FRANCOIS TRUFFAUT;95210;SAINT-GRATIEN;95;ILE-DE-FRANCE;487;3 684;De 50 à 75 000 entrées
CESAR 1;4 PLACE CASTELLANE;13006;MARSEILLE;13;PROVENCE-ALPES-COTE D'AZUR;485;4 644;De 50 à 75 000 entrées
FEMINA 1;8 BD EMILE ZOLA;13200;ARLES;13;PROVENCE-ALPES-COTE D'AZUR;483;3 497;De 50 à 75 000 entrées
LA BASTILLE 1;5 RUE DU FAUBOURG ST ANTOINE;75011;PARIS 11ME;75;ILE-DE-FRANCE;483;6 153;De 100 à 150 000 entrées
REX 1;26 PLACE DU 11 AOUT;28400;NOGENT-LE-ROTROU;28;CENTRE;481;3 406;De 75 à 100 000 entrées
LOU HAPCHOT;8 RUE LACHANAU;33990;HOURTIN;33;AQUITAINE;481;317;De 5 à 10 000 entrées
VINCENNES 1;30 AV DE PARIS;94300;VINCENNES;94;ILE-DE-FRANCE;481;7 149;De 150 à 200 000 entrées
LE CENTRAL 1;134 RUE DE LA REPUBLIQUE;92800;PUTEAUX;92;ILE-DE-FRANCE;480;2 766;De 40 à 50 000 entrées
ATMOSPHERE 1;PARC JEANTET;01100;OYONNAX;01;RHONE-ALPES;479;2 786;De 50 à 75 000 entrées
CLUB 1;9 BIS RUE DU PHALANSTERE;38000;GRENOBLE;38;RHONE-ALPES;479;8 802;De 100 à 150 000 entrées
LE CINEMA DES CINEASTES 1;7 AVENUE DE CLICHY;75017;PARIS 17ME;75;ILE-DE-FRANCE;478;6 522;De 150 à 200 000 entrées
CINEMA LUX 2;AV SAINTE THERESE;14000;CAEN;14;BASSE-NORMANDIE;477;5 698;De 100 à 150 000 entrées
LEMELIES SAINT - FRANCOIS 2;8 RUE DE LA VALSE;42100;SAINT-ETIENNE;42;RHONE-ALPES;477;2 295;De 30 à 40 000 entrées
GERGOVIE 1;AVENUE DES DOMES;63800;COURNON-D AUVERGNE;63;AUVERGNE;476;3 437;De 50 à 75 000 entrées
SALEVE 1;LE CLOS FLEURY;74100;ANNEMASSE;74;RHONE-ALPES;475;1 640;De 20 à 30 000 entrées
L'HELIOS 1;27 A 39 RUE DU BOURNARD;92700;COLOMBES;92;ILE-DE-FRANCE;475;801;De 10 à 20 000 entrées
CINEMA GERARD PHILIPE 1;12  AVENUE JEAN CAGNE;69200;VENISSIEUX;69;RHONE-ALPES;473;4 190;De 75 à 100 000 entrées
CLUB 1;32 ALLEES DE CRAPONNE;13300;SALON-DE-PROVENCE;13;PROVENCE-ALPES-COTE D'AZUR;472;3 055;De 50 à 75 000 entrées
LE ROHAN;55 RUE DE LA FONTAINE BLANCHE;29220;LANDERNEAU;29;BRETAGNE;470;1 675;De 50 à 75 000 entrées
ELYSEE 1;BOULEVARD ROOSEVELT;36100;ISSOUDUN;36;CENTRE;469;2 236;De 40 à 50 000 entrées
EDEN 1;13 RUE DES DODANES;71500;LOUHANS;71;BOURGOGNE;469;3 069;De 30 à 40 000 entrées
MK2 BASTILLE 1;3 BD R LENOIR 4/6 BD BEAUMARCHAI;75011;PARIS 11ME;75;ILE-DE-FRANCE;468;7 726;De 200 à 300 000 entrées
CINEMOVIDA LAPEROUSE 1;60 RUE SERE DE RIVIERES;81000;ALBI;81;MIDI-PYRENEES;467;3 363;De 30 à 40 000 entrées
METROPOLE 1;26 RUE DES PONTS DE COMINES;59000;LILLE;59;NORD-PAS-DE-CALAIS;466;8 006;De 100 à 150 000 entrées
LES TROIS PIERROTS SALLE 1;6-8 RUE DU MONT VALERIEN;92210;SAINT-CLOUD;92;ILE-DE-FRANCE;466;1 040;De 40 à 50 000 entrées
CINEMATOGRAPHE SLE CHAPLIN;CENTRE CULTUREL SIMONE SIGNORET;04160;CHATEAU ARNOUX SAINT AUBA;04;PROVENCE-ALPES-COTE D'AZUR;465;3 619;De 75 à 100 000 entrées
MANEGE 1;PLACE JACQUES SOURDILLE;08600;GIVET;08;CHAMPAGNE-ARDENNE;465;1 456;De 30 à 40 000 entrées
RIO 1;16 ALLEE JEAN JAURES;33210;LANGON;33;AQUITAINE;465;1 391;De 30 à 40 000 entrées
CINEJADE 1;PARC ACTIVITES  DE LA GUERCHE;44250;SAINT-BREVIN-LES-PINS;44;PAYS-DE-LA-LOIRE;465;4 298;De 100 à 150 000 entrées
PIERRE BRASSEUR 1;18 GRANDE RUE DE VAUX;51300;VITRY-LE-FRANCOIS;51;CHAMPAGNE-ARDENNE;465;2 417;De 40 à 50 000 entrées
NOUVEAU CINÉMA LE PARADISIO 1;16 BD ERNEST NOEL;60400;NOYON;60;PICARDIE;465;4 669;De 50 à 75 000 entrées
FORUM 1;3 RUE POISE;30000;NIMES;30;LANGUEDOC-ROUSSILLON;464;5 119;De 50 à 75 000 entrées
CENTRE CULTUREL;20 AV DU GENERAL DE GAULLE;09000;FOIX;09;MIDI-PYRENEES;463;191;De 5 à 10 000 entrées
CINE LUMIERE 1;5 RUE FELIX FAURE;26100;ROMANS-SUR-ISERE;26;RHONE-ALPES;462;2 232;De 40 à 50 000 entrées
UTOPIA 1;PLACE DU CHATEAU;31170;TOURNEFEUILLE;31;MIDI-PYRENEES;462;7 001;De 200 à 300 000 entrées
PARIS 1;21 BD GUSTAVE GARRISSON;82000;MONTAUBAN;82;MIDI-PYRENEES;461;3 095;De 40 à 50 000 entrées
LA STRADA 1;ZONE INDUSTRIELLE DU CENTRE;12300;DECAZEVILLE;12;MIDI-PYRENEES;460;3 654;De 75 à 100 000 entrées
TAP CASTILLE 1;1 PLACE DU MARECHAL LECLERC;86000;POITIERS;86;POITOU-CHARENTES;459;4 879;De 75 à 100 000 entrées
ROYAL 03;8 AV DU MARECHAL FOCH;64200;BIARRITZ;64;AQUITAINE;458;5 382;De 75 à 100 000 entrées
CENTRE D'ART ET DE CULTURE;15 BOULEVARD DES NATIONS-UNIES;92190;MEUDON;92;ILE-DE-FRANCE;458;378;De 20 à 30 000 entrées
CINE 104 SALLE 1;104 AV JEAN LOLIVE;93500;PANTIN;93;ILE-DE-FRANCE;457;2 870;De 50 à 75 000 entrées
CASINO 1;6 ET 8 BD DU 24 AOUT;06600;ANTIBES;06;PROVENCE-ALPES-COTE D'AZUR;456;5 217;De 100 à 150 000 entrées
STUDIO 43 SALLE CHARLIE CHAPLIN (EX-STUDIO 43);RUE DES FUSILIERS MARINS;59140;DUNKERQUE;59;NORD-PAS-DE-CALAIS;456;2 816;De 40 à 50 000 entrées
MORVAN 1;6 ET 8 RUE DE LA VERRERIE;71200;LE CREUSOT;71;BOURGOGNE;456;4 325;De 50 à 75 000 entrées
UTOPIA MANUTENTION 1;4 RUE DES ESCALIERS SAINTE ANNE;84000;AVIGNON;84;PROVENCE-ALPES-COTE D'AZUR;456;8 419;De 200 à 300 000 entrées
MAGIC 1;RUE DU CHEMIN VERT;93000;BOBIGNY;93;ILE-DE-FRANCE;456;2 164;De 30 à 40 000 entrées
UGC ROTONDE 1;103 BD DU MONTPARNASSE;75006;PARIS 6ME;75;ILE-DE-FRANCE;454;6 404;De 100 à 150 000 entrées
ARCADES 1;77 RUE FELIX FAURE;06400;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;453;5 429;De 75 à 100 000 entrées
CLAP CINE 1;RUE SALVADOR DALI;11370;LEUCATE;11;LANGUEDOC-ROUSSILLON;451;3 637;De 50 à 75 000 entrées
VAUBAN 1;1 RUE DU MARECHAL FOCH;89200;AVALLON;89;BOURGOGNE;451;1 685;De 40 à 50 000 entrées
SALLE 1;POLE CULTUREL AUGUSTE ESCOFFIER;06270;VILLENEUVE LOUBET;06;PROVENCE-ALPES-COTE D'AZUR;450;125;De 5 à 10 000 entrées
TURENNE 2;17 AV DE VERDUN;08200;SEDAN;08;CHAMPAGNE-ARDENNE;450;1 794;De 40 à 50 000 entrées
CAMEO 1;16, RUE DE LA COMMANDERIE;54000;NANCY;54;LORRAINE;450;6 938;De 100 à 150 000 entrées
CINEMA DU PIN DE LA LEGUE PLEIN AIR;ROUTE DE BAGNOLS EN FORET;83600;FREJUS;83;PROVENCE-ALPES-COTE D'AZUR;450;73;De 10 à 20 000 entrées
CINEMAS MARCEL PAGNOL SALLE 1;107 ROUTE DU PLAN DE LA TOUR;83120;SAINTE-MAXIME;83;PROVENCE-ALPES-COTE D'AZUR;450;4 700;De 150 à 200 000 entrées
SIX N'ETOILES 1;RUE DE LA REPUBLIQUE;83140;SIX-FOURS-LES-PLAGES;83;PROVENCE-ALPES-COTE D'AZUR;450;4 486;De 150 à 200 000 entrées
THEATRE ANDRE MALRAUX;1 BIS RUE GUILLEMETEAU;93220;GAGNY;93;ILE-DE-FRANCE;450;341;De 10 à 20 000 entrées
NEMOURS 1;22 RUE STE CLAIRE;74000;ANNECY;74;RHONE-ALPES;448;5 269;De 100 à 150 000 entrées
ELYSEES LINCOLN 1;14 RUE LINCOLN;75008;PARIS 8ME;75;ILE-DE-FRANCE;448;4 968;De 50 à 75 000 entrées
ESPACE CULTUREL;56BIS AVENUE CARNOT;94290;VILLENEUVE-LE-ROI;94;ILE-DE-FRANCE;448;15;De 2 à 5 000 entrées
CINEMA YVES ROBERT;34 RUE DE LA FONTAINE;53601;EVRON;53;PAYS-DE-LA-LOIRE;447;2 466;De 30 à 40 000 entrées
LOUIS DAQUIN 1;76 RUE VICTOR HUGO;93150;LE BLANC-MESNIL;93;ILE-DE-FRANCE;447;3 228;De 50 à 75 000 entrées
PALACE 1;9 RUE PASTEUR;39000;LONS-LE-SAUNIER;39;FRANCHE-COMTE;445;3 582;De 75 à 100 000 entrées
PALACE 1;3 PLACE DU PILORI;53200;CHATEAU-GONTIER;53;PAYS-DE-LA-LOIRE;445;2 584;De 75 à 100 000 entrées
MELIES 1;10/12 RUE GENAS DUHOMME;14400;BAYEUX;14;BASSE-NORMANDIE;444;2 386;De 75 à 100 000 entrées
GALAXIE;16 AV DES PYRENEES;40800;AIRE-SUR-L ADOUR;40;AQUITAINE;444;911;De 10 à 20 000 entrées
FLORIVAL;9-11 RUE DE L'ANCIEN HÔPITAL;68500;GUEBWILLER;68;ALSACE;442;3 265;De 100 à 150 000 entrées
CINELOISIRS;PLACE LEO BOUYSSOU;40110;MORCENX;40;AQUITAINE;441;713;De 10 à 20 000 entrées
A B C I;24 RUE DES AUGUSTINS;46000;CAHORS;46;MIDI-PYRENEES;441;3 094;De 50 à 75 000 entrées
CASINO MUNICIPAL;4 AVENUE DU DOCTEUR BOUIX;66110;AMELIE-LES-BAINS-PALALDA;66;LANGUEDOC-ROUSSILLON;440;271;De 2 à 5 000 entrées
LE VAGABOND SALLE 1;3 BIS BD DE LA REPUBLIQUE;10200;BAR-SUR-AUBE;10;CHAMPAGNE-ARDENNE;439;1 494;De 20 à 30 000 entrées
LE CRATERE;RUE JEAN MOULIN;78730;SAINT-ARNOULT-EN-YVELINES;78;ILE-DE-FRANCE;439;1 064;De 30 à 40 000 entrées
LE MAZARIN 1;3TER RUE MAZARINE - 6 RUE LAROQU;13100;AIX-EN-PROVENCE;13;PROVENCE-ALPES-COTE D'AZUR;438;4 994;De 100 à 150 000 entrées
LES BALADINS GARANCE;6 RUE SAINT NICOLAS;22200;GUINGAMP;22;BRETAGNE;438;1 906;De 50 à 75 000 entrées
LES BALADINS;27 BOULEVARD THALASSA;22700;PERROS-GUIREC;22;BRETAGNE;437;1 893;De 40 à 50 000 entrées
SONHIR SALLE 1 (EX-SONHIR 3 SALLE A);80 RUE CHARLES DE GAULLE;02500;HIRSON;02;PICARDIE;436;2 495;De 50 à 75 000 entrées
UTOPIA 1;24 RUE MONTARDY;31000;TOULOUSE;31;MIDI-PYRENEES;436;6 060;De 200 à 300 000 entrées
ALBRET;Z A C DES TAMARIS;40480;VIEUX-BOUCAU-LES-BAINS;40;AQUITAINE;436;159;De 5 à 10 000 entrées
SALLE 1;6 RUE HOCHE;78500;SARTROUVILLE;78;ILE-DE-FRANCE;436;6 215;De 75 à 100 000 entrées
LE TRIANON;PL CARNOT ET 1 RUE ETIENNE DOLET;93230;ROMAINVILLE;93;ILE-DE-FRANCE;436;1 310;De 50 à 75 000 entrées
VOLTAIRE 1;LA POTERIE;01210;FERNEY VOLTAIRE;01;RHONE-ALPES;435;4 656;De 100 à 150 000 entrées
COLUCHE 1;ALLEES JEAN JAURES;13800;ISTRES;13;PROVENCE-ALPES-COTE D'AZUR;435;5 494;De 75 à 100 000 entrées
ARLEQUIN 1;ESPACE BAUDIN;01300;BELLEY;01;RHONE-ALPES;434;2 970;De 50 à 75 000 entrées
AUDITORIUM PASCAL PAOLI;QUAI L HERMINIER BP 253;20000;AJACCIO;2A;CORSE;434;107;De 10 à 20 000 entrées
LE MELIES 1;PLACE BUJAULT;79500;MELLE;79;POITOU-CHARENTES;434;1 031;De 30 à 40 000 entrées
ARCEL K;15 PLACE LEON CASSE;91100;CORBEIL-ESSONNES;91;ILE-DE-FRANCE;434;2 961;De 50 à 75 000 entrées
CINE GARCHES;86 GRANDE RUE;92380;GARCHES;92;ILE-DE-FRANCE;434;1 448;De 30 à 40 000 entrées
PROSPER MERIMEE;25 AVENUE FRANCIS TOMER;06400;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;432;87;De 10 à 20 000 entrées
PALAIS DES CONGRES;QUAI L HERMINIER;20000;AJACCIO;2A;CORSE;432;13;Moins de 2000 entrées
LA VENCE SCENE 1;1 AVENUE GENERAL DE GAULLE;38120;SAINT-EGREVE;38;RHONE-ALPES;432;1 325;De 40 à 50 000 entrées
LE CONNETABLE;ZAC ILOT CHAMP DE FOIRE;44190;CLISSON;44;PAYS-DE-LA-LOIRE;432;1 021;De 50 à 75 000 entrées
RENOIR 1;24 COURS MIRABEAU;13100;AIX-EN-PROVENCE;13;PROVENCE-ALPES-COTE D'AZUR;431;4 604;De 100 à 150 000 entrées
REX A;9 BD LACHEZE;42600;MONTBRISON;42;RHONE-ALPES;431;3 158;De 100 à 150 000 entrées
CONCORDE 1;SERRE CHEVALIER;05240;SALLE_LES_ALPES;05;PROVENCE-ALPES-COTE D'AZUR;430;642;De 5 à 10 000 entrées
ESPACE RENOIR 1;10 RUE JEAN PUY;42300;ROANNE;42;RHONE-ALPES;429;2 259;De 50 à 75 000 entrées
